GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,EMP,EMP_S,PAYANN,EMPAVPW,PAYANPW,HOURS,CSTMTOT,RCPTOT,VALADD,VALADD_S,CEXTOT,CEXTOT_S
Geographic identifier code,Id2,Geographic area name,Id,2007 NAICS codes and NAICS-based rollup code,Meaning of 2007 NAICS codes and NAICS-based rollup code,Id,Year,Number of paid employees for pay period including March 12,Relative standard error of total number of employees (%),"Annual payroll ($1,000)",Production workers avg per year,"Production workers wages ($1,000)","Production workers hours (1,000)","Total cost of materials ($1,000)","Total value of shipments ($1,000)","Value added ($1,000)",Relative standard error of value added (%),"Total capital expenditures (new and used) ($1,000)",Relative standard error of total capital expenditures (new and used) (%)
0100000US,,United States,,3342,Communications equipment manufacturing,,2011,101252,5,8641322,44110,2937249,83250,23434922,44632409,21157936,5,1722930,1
0100000US,,United States,,3342,Communications equipment manufacturing,,2010,100542,5,7734105,42231,2498836,79541,21807114,42799553,20889769,5,1958570,3
0100000US,,United States,,3343,Audio and video equipment manufacturing,,2011,7499,10,400273,3792,128263,7020,1181001,2674867,1497381,6,22377,4
0100000US,,United States,,3343,Audio and video equipment manufacturing,,2010,6672,11,354738,3388,115080,6013,1043365,2251168,1239825,7,33690,4
0100000US,,United States,,3344,Semiconductor and other electronic component manufacturing,,2011,270577,2,16589795,168232,7536900,333479,38682968,123487115,86062944,1,10849207,1
0100000US,,United States,,3344,Semiconductor and other electronic component manufacturing,,2010,266973,2,15930151,165899,7370811,327164,38818885,115103864,77286729,1,7266802,1
0100000US,,United States,,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",,2011,366611,1,29555617,138312,7338863,277918,51318157,135271201,84466013,2,2748332,2
0100000US,,United States,,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",,2010,364185,1,28531551,136601,6874630,272129,49144093,129825942,81162849,2,2555981,1
0100000US,,United States,,3346,Manufacturing and reproducing magnetic and optical media,,2011,15438,3,642615,10717,379177,21053,1086476,2902291,1814886,7,121115,5
0100000US,,United States,,3346,Manufacturing and reproducing magnetic and optical media,,2010,17079,2,681373,12233,418151,24440,1192291,3267071,2058049,5,87643,7
0100000US,,United States,,335,"Electrical equipment, appliance, and component manufacturing",,2011,328446,1,16960580,223652,8959932,444360,62276536,120023469,58535994,1,2641326,1
0100000US,,United States,,335,"Electrical equipment, appliance, and component manufacturing",,2010,325112,1,16299872,221259,8664547,440215,55889696,110036235,54701519,1,2464631,3
0100000US,,United States,,3351,Electric lighting equipment manufacturing,,2011,42357,3,2039762,28784,1036249,57873,5869301,11981572,6148868,2,246113,4
0100000US,,United States,,3351,Electric lighting equipment manufacturing,,2010,42360,2,2020593,28932,1044952,58597,5410586,11058738,5679618,3,319119,13
0100000US,,United States,,3352,Household appliance manufacturing,,2011,42361,1,1775596,36029,1309190,69822,10002149,17969800,7918381,1,474101,1
0100000US,,United States,,3352,Household appliance manufacturing,,2010,45010,1,1887357,38307,1379291,75524,10116928,18019808,8076811,1,428096,1
0100000US,,United States,,3353,Electrical equipment manufacturing,,2011,113998,2,6131098,72542,3002011,146297,19414213,38734429,19599685,1,762184,2
0100000US,,United States,,3353,Electrical equipment manufacturing,,2010,113431,2,5896444,72036,2850068,142900,17147778,35224385,18172113,1,714955,10
0100000US,,United States,,3359,Other electrical equipment and component manufacturing,,2011,129730,2,7014125,86296,3612482,170369,26990873,51337668,24869061,1,1158929,1
0100000US,,United States,,3359,Other electrical equipment and component manufacturing,,2010,124311,2,6495477,81984,3390236,163195,23214404,45733304,22772977,1,1002461,1
0100000US,,United States,,336,Transportation equipment manufacturing,,2011,1235431,1,77481994,838526,44807380,1656597,433407748,690437301,264473994,1,17388569,1
0100000US,,United States,,336,Transportation equipment manufacturing,,2010,1189286,1,73760956,787214,42170260,1576953,376501720,636824768,270876616,1,16697412,1
0100000US,,United States,,3361,Motor vehicle manufacturing,,2011,148009,2,9888864,126910,7993908,243234,179079486,233785658,54916503,1,6221436,1
0100000US,,United States,,3361,Motor vehicle manufacturing,,2010,137284,1,9211421,115352,7470579,224938,142664272,207431559,65274959,1,7976883,1
0100000US,,United States,,3362,Motor vehicle body and trailer manufacturing,,2011,97905,1,4145231,76168,2798186,148831,17954460,26739312,8980093,2,350099,3
0100000US,,United States,,3362,Motor vehicle body and trailer manufacturing,,2010,90203,1,3817532,69193,2537429,134313,15926232,24043120,8200824,2,187560,2
0100000US,,United States,,3363,Motor vehicle parts manufacturing,,2011,404636,1,20633373,308962,13902843,623699,122560993,184764425,62854633,1,5595544,1
0100000US,,United States,,3363,Motor vehicle parts manufacturing,,2010,388920,1,19581962,293202,12981626,594294,106368826,169218138,63575747,1,3946368,1
0100000US,,United States,,3364,Aerospace product and parts manufacturing,,2011,401961,1,32578702,207308,14478249,409525,84136097,183275136,105495322,1,3846861,2
0100000US,,United States,,3364,Aerospace product and parts manufacturing,,2010,391990,1,31162931,194439,13769700,395504,80646908,174854671,104019587,1,3183110,2
0100000US,,United States,,3365,Railroad rolling stock manufacturing,,2011,27473,1,1587968,18661,903333,37255,8041572,13196222,5296355,1,354791,1
0100000US,,United States,,3365,Railroad rolling stock manufacturing,,2010,24976,1,1486452,16185,833857,31216,6528929,11094367,4592620,2,208107,1
0100000US,,United States,,3366,Ship and boat building,,2011,121193,2,6590481,78885,3694204,150309,10267701,28066807,17799105,1,683265,2
0100000US,,United States,,3366,Ship and boat building,,2010,119081,1,6385962,75338,3513550,149080,10701350,27621505,16920155,1,965159,2
0100000US,,United States,,3369,Other transportation equipment manufacturing,,2011,34254,1,2057374,21632,1036657,43744,11367439,20609741,9131983,1,336573,3
0100000US,,United States,,3369,Other transportation equipment manufacturing,,2010,36832,1,2114696,23505,1063519,47608,13665203,22561410,8292724,2,230224,7
0100000US,,United States,,337,Furniture and related product manufacturing,,2011,319869,1,11930787,237219,7234016,457303,29089689,61971620,32712400,3,957032,2
0100000US,,United States,,337,Furniture and related product manufacturing,,2010,330662,1,12040876,245906,7286845,468217,28065336,59048102,31051660,3,842588,3
0100000US,,United States,,3371,Household and institutional furniture and kitchen cabinet manufacturing,,2011,192309,2,6579585,145954,4243561,277681,15685406,32081229,16232297,4,452438,4
0100000US,,United States,,3371,Household and institutional furniture and kitchen cabinet manufacturing,,2010,200360,2,6733362,153185,4318566,289316,15753135,32003699,16301133,4,440659,5
0100000US,,United States,,3372,Office furniture (including fixtures) manufacturing,,2011,96651,2,4207970,68808,2316570,137653,9331959,21197684,11860539,4,406388,3
0100000US,,United States,,3372,Office furniture (including fixtures) manufacturing,,2010,99018,2,4168146,70426,2316016,137198,8395208,18991336,10599784,4,322534,3
0100000US,,United States,,3379,Other furniture related product manufacturing,,2011,30909,2,1143232,22457,673885,41969,4072324,8692707,4619563,1,98206,2
0100000US,,United States,,3379,Other furniture related product manufacturing,,2010,31284,2,1139368,22296,652263,41703,3916993,8053067,4150742,1,79395,3
0100000US,,United States,,339,Miscellaneous manufacturing,,2011,564709,2,29146613,351893,12400365,678912,56440031,156100778,100226293,1,4293104,2
0100000US,,United States,,339,Miscellaneous manufacturing,,2010,560907,2,28347608,347338,12006378,676576,53410056,149509491,97723645,1,3902533,2
0100000US,,United States,,3391,Medical equipment and supplies manufacturing,,2011,289563,4,16914808,175376,6519152,334768,27604279,89519497,61932415,2,2561915,4
0100000US,,United States,,3391,Medical equipment and supplies manufacturing,,2010,291572,3,16547318,175290,6394857,342571,26105601,87406574,62487991,1,2372726,4
0100000US,,United States,,3399,Other miscellaneous manufacturing,,2011,275146,1,12231805,176517,5881213,344144,28835752,66581281,38293877,2,1731189,3
0100000US,,United States,,3399,Other miscellaneous manufacturing,,2010,269335,1,11800290,172049,5611521,334004,27304455,62102918,35235654,2,1529806,2
