GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,BENEFIT,BENEFIT_S,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTMPRT_S,CSTRSL,CSTRSL_S,CSTFU,CSTFU_S,CSTELEC,CSTELEC_S,CSTCNT,CSTCNT_S,ELECPCH,ELECPCH_S,ELECGEN,ELECGEN_S,ELECSLD,ELECSLD_S,INVTOTB,INVTOTB_S,INVFINB,INVFINB_S,INVWIPB,INVWIPB_S,INVMATB,INVMATB_S,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,CEXTOT,CEXTOT_S,CEXBLD,CEXBLD_S,CEXMCH,CEXMCH_S,CEXMCHA,CEXMCHA_S,CEXMCHC,CEXMCHC_S,CEXMCHO,CEXMCHO_S
Geographic identifier code,Id2,Geographic area name,Id,2012 NAICS code,Meaning of 2012 NAICS code,Id,Year,"Total fringe benefits ($1,000)",Relative standard error for estimate of total fringe benefits (%),"Total cost of materials ($1,000)",Relative standard error for estimate of total cost of materials (%),"Cost of materials, parts, containers, packaging, etc. used ($1,000)","Relative standard error for estimate of cost of materials, parts, containers, packaging, etc. used  (%)","Cost of resales ($1,000)",Relative standard error for estimate of cost of resales (%),"Cost of purchased fuels consumed ($1,000)",Relative standard error for estimate of cost of purchased fuels (%),"Cost of purchased electricity ($1,000)",Relative standard error for estimate of cost of purchased electricity (%),"Cost of contract work ($1,000)",Relative standard error for estimate of cost of contract work (%),"Quantity of electricity purchased for heat and power (1,000 kWh)",Relative standard error for estimate of quantity of electricity purchased for heat and power (%),"Quantity of generated electricity (1,000 kWh)",Relative standard error for estimate of quantity of generated electricity (%),"Quantity of electricity sold or transferred (1,000 kWh) ",Relative standard error for estimate of quantity of electricity sold or transferred (%),"Total inventories, beginning of year ($1,000) ","Relative standard error for estimate of total inventories, beginning of year (%)","Finished goods inventories, beginning of year ($1,000)","Relative standard error for estimate of finished goods inventories, beginning of year (%)","Work-in-process inventories, beginning of year ($1,000) ","Relative standard error for estimate of work-in-process inventories, beginning of year (%)","Materials and supplies inventories, beginning of year ($1,000) ","Relative standard error for estimate of materials and supplies inventories, beginning of year (%)","Total inventories, end of year ($1,000)","Relative standard error for estimate of total inventories, end of year (%)","Finished goods inventories, end of year ($1,000)","Relative standard error for estimate of finished goods inventories, end of year (%)","Work-in-process inventories, end of year ($1,000)","Relative standard error for estimate of work-in-process inventories, end of year (%)","Materials and supplies inventories, end of year ($1,000)","Relative standard error for estimate of materials and supplies inventories, end of year (%)","Total capital expenditures ($1,000)",Relative standard error for estimate of total capital expenditures (%),"Capital expenditures for buildings and other structures ($1,000)",Relative standard error for estimate of capital expenditures for buildings and other structures (%),"Capital expenditures for machinery and equipment ($1,000)",Relative standard error for estimate of capital expenditures for machinery and equipment (%),"Capital expenditures for automobiles, trucks, etc. for highway use ($1,000)","Relative standard error for estimate of capital expenditures for automobiles, trucks, etc. for highway use (%)","Capital expenditures for computers and peripheral data processing equipment ($1,000)",Relative standard error for estimate of capital expenditures for computers and peripheral data processing equipment (%),"Capital expenditures for all other machinery and equipment ($1,000)",Relative standard error for estimate of capital expenditures for all other machinery and equipment (%)
0100000US,,United States,,31-33,Manufacturing,,2014,184352116,0.1,3486762403,0.1,3158623749,0.1,175831446,0.4,41405268,0.1,54201318,0.2,56700622,0.3,805089215,0.1,111960182,0.1,31865513,0.1,612581158,0.1,217298845,0.2,186927585,0.2,208354728,0.2,623789547,0.1,217148165,0.2,192788440,0.3,213852942,0.1,173310168,0.4,33343606,0.9,139966562,0.3,3387981,1.2,5084296,1.4,131494285,0.3
0100000US,,United States,,31-33,Manufacturing,,2013,186039261,0.1,3463506989,0.1,3143324743,0.1,175511839,0.3,37713938,0.1,51873165,0.1,55083303,0.3,800132212,0.1,117375687,0.1,32655690,0.1,603723123,0.1,216130273,0.2,182716087,0.2,204876763,0.2,619288662,0.1,219494098,0.2,188765404,0.1,211029159,0.1,176369397,0.4,34862415,0.7,141506982,0.4,2430876,2.6,5175186,1.2,133900920,0.4
0400000US01,01,Alabama,,31-33,Manufacturing,,2014,3468197,0.3,88920920,0.2,82773503,0.2,2301307,1.4,1121843,0.4,1761719,0.3,962548,1.7,29412229,0.4,4582369,0.0,328751,0.0,12756071,0.3,4557922,0.6,2980083,0.3,5218066,0.6,13124681,0.3,4491794,0.6,3153144,0.5,5479743,0.6,5015074,0.9,643745,1.0,4371329,1.0,70993,4.3,110712,3.0,4189623,1.0
0400000US01,01,Alabama,,31-33,Manufacturing,,2013,3376387,0.3,81665057,0.1,75908560,0.1,2053117,1.6,1085208,0.2,1722265,0.3,895907,1.0,28305660,0.3,4833195,0.1,310456,0.0,12259317,0.3,4230463,0.5,2868143,0.9,5160711,0.2,13034045,0.3,4540401,0.6,3181426,0.7,5312218,0.4,3507760,0.8,613127,2.3,2894633,0.8,57000,6.8,99985,1.5,2737648,0.8
0400000US01,01,Alabama,,31-33,Manufacturing,,2012,3339039,,79061668,,73340438,,2164800,,1046107,,1652750,,857573,,26967947,,5501008,,309518,,11709063,,4198257,,2686574,,4824232,,12059162,,4207109,,2750635,,5101418,,4074287,,701736,,3372551,,91796,,106551,,3174204,
0400000US02,02,Alaska,,31-33,Manufacturing,,2014,133936,0.7,4968247,0.9,4581643,1.0,210003,0.2,110417,1.0,42073,2.1,24111,1.0,362593,2.0,144070,0.0,,,779275,2.8,510778,4.0,138387,0.1,130110,2.4,717916,3.8,503305,5.3,72750,0.1,141860,1.8,102491,4.0,24163,11.5,78328,3.3,6737,1.1,1058,9.0,70533,3.5
0400000US02,02,Alaska,,31-33,Manufacturing,,2013,137166,1.4,5793592,0.9,4728331,1.1,894067,0.1,102020,2.5,45454,1.7,23719,3.6,329724,4.6,156916,10.6,,,724553,3.3,429036,5.5,118882,3.7,176636,2.0,770603,1.5,501658,1.5,139384,3.0,129561,2.6,109688,6.7,29802,10.1,79886,5.8,1698,4.4,1099,3.0,77089,5.9
0400000US02,02,Alaska,,31-33,Manufacturing,,2012,132906,,6198781,,5189546,,848111,,88264,,48484,,24376,,405390,,120188,,,,754000,,,,,,171342,,725307,,425204,,118601,,181502,,138149,,24621,,113528,,3500,,2038,,107990,
0400000US04,04,Arizona,,31-33,Manufacturing,,2014,2749695,0.5,25685011,0.4,23039813,0.4,1556649,1.1,130717,1.5,525495,0.7,432337,2.8,7343268,0.6,933,3.4,,,5889624,0.6,1876499,0.7,2123032,0.7,1890093,1.1,5808745,0.8,2022091,1.2,2038210,1.4,1748445,1.2,2269429,0.9,715612,1.2,1553818,1.1,28615,5.2,79714,1.1,1445488,1.1
0400000US04,04,Arizona,,31-33,Manufacturing,,2013,2822758,0.4,25807795,0.4,23360606,0.4,1379361,0.9,119053,2.3,507132,0.5,441644,3.1,6327088,0.5,1262,0.0,,,6104738,0.5,1938476,1.2,2277211,0.5,1889050,0.7,5880633,0.6,1878017,1.1,2109553,0.5,1893063,1.0,2725895,0.9,1182940,0.6,1542955,1.5,16829,4.9,122987,1.3,1403139,1.6
0400000US04,04,Arizona,,31-33,Manufacturing,,2012,2456545,,23494145,,21191276,,1346159,,141831,,401874,,413005,,5006386,,3118,,,,5744548,,1830042,,2066042,,1848464,,6208484,,2033913,,2267755,,1906816,,1650238,,213453,,1436785,,28940,,53241,,1354604,
0400000US05,05,Arkansas,,31-33,Manufacturing,,2014,1828716,0.5,36010070,0.5,33202978,0.5,994220,4.4,519876,1.2,830662,0.6,462334,2.5,14633158,0.4,1653869,0.1,0,,6237599,0.6,2629964,0.7,1202220,1.3,2405414,0.6,6629610,1.3,2812220,2.8,1309912,1.4,2507478,0.8,1806983,1.2,263630,1.3,1543352,1.3,40964,9.1,30766,2.1,1471622,1.3
0400000US05,05,Arkansas,,31-33,Manufacturing,,2013,1845777,0.3,36967561,0.5,34433103,0.6,897941,3.6,451546,0.8,843381,0.2,341590,0.9,14759113,0.3,1348339,0.0,,,6322050,0.4,2417781,0.6,1331442,0.3,2572826,0.9,6197890,0.9,2497731,1.0,1192752,0.4,2507406,2.1,1729471,6.1,236012,1.7,1493459,7.0,28845,18.1,22841,2.1,1441773,7.1
0400000US05,05,Arkansas,,31-33,Manufacturing,,2012,1851390,,39505109,,36966267,,864971,,453629,,866023,,354219,,16851265,,1796175,,,,5951601,,2346569,,1205618,,2399414,,6344122,,2376690,,1338291,,2629141,,1875436,,221890,,1653546,,34091,,36023,,1583432,
0400000US06,06,California,,31-33,Manufacturing,,2014,19735692,0.3,283593864,0.2,252656252,0.2,16279113,1.3,3010496,0.5,4183817,0.5,7464186,0.9,34600377,0.4,6301556,0.2,896943,0.2,72001829,0.5,27185810,0.6,24548889,1.1,20267130,0.4,69879067,0.5,27189016,0.6,22857387,1.1,19832664,0.4,14057421,1.2,3450189,1.6,10607232,1.2,384263,4.5,619357,3.3,9603612,1.2
0400000US06,06,California,,31-33,Manufacturing,,2013,20313438,0.1,270764732,0.1,238944409,0.1,17579206,0.6,2863194,1.1,3891842,0.5,7486081,0.7,34558584,0.6,6317557,0.8,853299,0.1,71231832,0.2,28104603,0.4,24179815,0.4,18947414,0.3,72797968,0.2,27619266,0.4,24592868,0.3,20585834,0.3,15503218,1.4,3789362,4.2,11713856,0.8,219354,2.2,689958,1.6,10804543,0.8
0400000US06,06,California,,31-33,Manufacturing,,2012,19956026,,276398836,,240465741,,20705017,,2765463,,3993665,,8468950,,40867929,,6950907,,1259110,,70860938,,28032704,,24215078,,18613156,,72364733,,28521556,,24518591,,19324586,,12939285,,2194449,,10744836,,362517,,676423,,9705896,
0400000US08,08,Colorado,,31-33,Manufacturing,,2014,1809810,0.8,30136145,0.7,24899086,0.9,3109913,0.8,251984,4.4,440812,1.2,1434350,0.8,5638621,1.6,22886,0.0,9409,2.5,5435448,1.2,1999046,2.3,1788587,0.5,1647816,2.0,5638944,2.1,2167689,5.0,1795995,0.8,1675260,1.9,1478629,3.3,358425,6.2,1120204,3.6,48808,7.4,105190,4.5,966206,3.8
0400000US08,08,Colorado,,31-33,Manufacturing,,2013,1717958,0.5,28338896,0.4,23318191,0.5,3044371,1.3,226152,0.9,399755,0.6,1350426,0.3,5491496,0.6,23521,0.0,,,5389845,0.8,2001420,0.4,1762113,0.8,1626312,2.5,5375438,0.9,1950519,0.8,1752386,0.4,1672532,2.8,1196720,2.3,325993,2.0,870726,2.6,25065,13.0,44240,5.2,801421,2.6
0400000US08,08,Colorado,,31-33,Manufacturing,,2012,1674895,,27317986,,22500825,,2762501,,220319,,390133,,1444208,,6137605,,32421,,,,4981414,,1723968,,1708908,,1548538,,5351557,,1986337,,1736911,,1628309,,1383231,,172100,,1211131,,38035,,100699,,1072397,
0400000US09,09,Connecticut,,31-33,Manufacturing,,2014,3211350,0.6,24313674,1.3,21146616,1.0,1641129,7.3,222257,1.4,426775,1.7,876897,1.6,3699523,1.9,827754,0.3,10050,0.2,9917037,0.7,2603951,1.2,4846871,0.9,2466215,1.5,8225193,0.8,2540866,1.3,3244736,1.3,2439590,1.5,1509357,2.0,239719,1.9,1269638,2.2,36180,6.4,56676,7.4,1176782,2.3
0400000US09,09,Connecticut,,31-33,Manufacturing,,2013,3318548,0.3,24786059,0.6,21652746,0.7,1576427,0.5,212967,0.6,409197,0.6,934721,1.3,3695956,0.7,835638,0.1,11210,3.4,9175107,1.1,2638610,1.6,4223644,0.9,2312853,1.6,10074920,1.0,2751493,3.1,4904787,0.5,2418640,0.6,1281351,3.7,213837,8.6,1067514,3.1,21200,13.9,57445,2.9,988869,3.2
0400000US09,09,Connecticut,,31-33,Manufacturing,,2012,3147879,,23381627,,20255304,,1529498,,220559,,425008,,951258,,3997186,,281870,,848,,8259821,,2394699,,3755062,,2110060,,9106822,,2575413,,4217776,,2313633,,1317920,,198153,,1119767,,34638,,56905,,1028224,
0400000US10,10,Delaware,,31-33,Manufacturing,,2014,455887,0.4,15661200,0.1,13781445,0.1,1544908,0.1,131772,0.1,137875,0.2,65200,2.7,1735409,0.2,1844,91.1,0,,2504941,0.1,999919,0.3,1077020,0.1,428002,0.2,2826215,0.2,859152,0.3,1524308,0.1,442755,1.0,292333,1.6,41167,2.2,251166,1.6,7413,4.4,6176,7.2,237577,1.4
0400000US10,10,Delaware,,31-33,Manufacturing,,2013,469209,0.2,16469554,0.1,13830924,0.1,2329207,0.1,121400,0.1,131282,0.8,56741,6.6,1680801,0.3,0,,0,,2424278,0.1,963507,0.1,989426,0.3,471345,0.1,2510306,0.1,1003475,0.1,1076785,0.1,430047,0.1,407914,1.0,59855,0.7,348059,1.1,6488,1.5,8692,9.5,332880,0.9
0400000US10,10,Delaware,,31-33,Manufacturing,,2012,464331,,16661160,,14011181,,2285249,,131783,,135306,,97641,,2023121,,,,,,2275877,,1082661,,767341,,425875,,2422175,,978855,,983952,,459368,,313742,,37809,,275933,,13727,,11615,,250591,
0400000US11,11,District of Columbia,,31-33,Manufacturing,,2014,12475,0.6,132148,0.3,122285,0.3,648,0.0,3365,0.0,2385,1.0,3465,1.1,30126,0.3,0,,0,,12240,3.0,2734,2.4,3601,4.8,5904,2.1,13610,0.3,2863,0.3,4015,0.5,6732,0.2,5977,2.6,460,3.5,5517,2.5,2497,0.3,135,3.0,2885,4.4
0400000US11,11,District of Columbia,,31-33,Manufacturing,,2013,13295,1.7,135218,0.1,124198,0.3,630,0.0,3084,0.1,2299,0.8,5007,10.9,27810,0.4,0,,0,,12965,0.2,3241,0.0,3669,0.2,6055,0.3,13938,0.1,3354,0.0,4174,0.2,6410,0.2,3551,0.2,340,0.0,3211,0.2,799,0.0,132,4.7,2280,0.0
0400000US11,11,District of Columbia,,31-33,Manufacturing,,2012,13419,,121714,,112738,,1455,,2509,,2100,,2912,,23116,,,,0,,35738,,3381,,22356,,10001,,46711,,3331,,25354,,18026,,5176,,86,,5090,,617,,300,,4173,
0400000US12,12,Florida,,31-33,Manufacturing,,2014,3910314,0.7,51385198,0.5,45268860,0.5,2736951,3.7,635829,0.6,1057689,0.7,1685869,1.4,13707998,0.7,4124189,0.1,294432,0.0,11942608,0.7,4120014,1.2,3573118,1.1,4249477,1.5,12285037,0.8,4152115,1.4,3524635,0.9,4608287,1.2,3283254,2.7,744617,4.7,2538638,3.1,111721,10.9,113997,5.0,2312919,2.9
0400000US12,12,Florida,,31-33,Manufacturing,,2013,3941002,0.7,50372586,0.4,44856088,0.7,2470534,12.0,626425,0.7,932038,0.5,1487501,8.9,11164582,0.6,4629416,0.1,316697,0.0,11490518,1.3,4060854,0.7,3261802,3.5,4167863,1.7,12694280,2.6,4429010,4.0,3690764,1.8,4574506,3.4,2946861,2.8,549979,7.6,2396883,2.2,48242,7.6,114008,8.7,2234632,2.2
0400000US12,12,Florida,,31-33,Manufacturing,,2012,3800279,,49290192,,43548280,,2528206,,597873,,921155,,1694678,,12823714,,4050344,,538856,,11000262,,3718841,,3234555,,4046866,,11503365,,3934749,,3341546,,4227070,,2667857,,448019,,2219838,,84039,,152180,,1983619,
0400000US13,13,Georgia,,31-33,Manufacturing,,2014,4654539,0.4,98626785,0.4,87078867,0.4,4645142,0.7,1102387,0.7,1724412,0.6,4075976,0.4,26733317,0.5,5167326,0.5,180724,8.8,16592342,0.9,5604947,1.1,4092973,0.5,6894422,1.3,17629589,0.7,5731331,0.9,4660251,0.5,7238007,1.1,4698456,2.7,658655,2.0,4039800,3.1,100005,3.2,166732,11.1,3773063,2.8
0400000US13,13,Georgia,,31-33,Manufacturing,,2013,4663956,0.2,97054395,0.3,86377812,0.3,4211707,2.1,952127,0.5,1675892,0.4,3836858,0.7,26941842,0.3,4841863,0.1,155732,0.0,16134791,0.8,5641726,0.6,3883796,1.3,6609269,1.1,16847707,0.5,5637394,0.4,4226295,1.9,6984018,0.4,5460587,1.4,953042,2.1,4507545,1.4,83606,8.2,155927,1.7,4268013,1.5
0400000US13,13,Georgia,,31-33,Manufacturing,,2012,4400536,,94129979,,84141516,,3990128,,909854,,1713624,,3374857,,28277083,,4520882,,147559,,15026171,,5281972,,3249980,,6494219,,15975124,,5566929,,3766891,,6641304,,5264316,,1006616,,4257700,,81750,,163290,,4012660,
0400000US15,15,Hawaii,,31-33,Manufacturing,,2014,158317,2.7,5029738,1.4,3930202,1.1,912145,3.8,112821,0.5,50320,3.1,24250,1.7,149972,5.0,316257,9.9,,,973290,2.1,405132,1.3,371128,0.1,197031,9.2,737430,1.0,305365,1.5,225231,1.2,206834,3.1,115628,8.7,18161,33.0,97467,6.1,7105,18.2,2673,21.1,87689,5.9
0400000US15,15,Hawaii,,31-33,Manufacturing,,2013,146463,0.8,5282552,0.2,3857301,0.2,1247836,0.2,105157,0.1,45597,0.6,26661,1.5,148108,0.7,,,,,1025406,1.5,392688,0.4,403427,0.1,229291,6.2,975274,0.4,407612,0.4,371319,0.1,196343,1.3,103703,3.3,9471,22.4,94232,2.3,3525,20.5,3093,18.9,87614,2.1
0400000US15,15,Hawaii,,31-33,Manufacturing,,2012,137679,,6740826,,5975005,,570928,,121202,,43758,,29933,,129712,,,,,,781501,,,,,,188586,,1025186,,390834,,403979,,230373,,108404,,12834,,95570,,5922,,5513,,84135,
0400000US16,16,Idaho,,31-33,Manufacturing,,2014,734483,0.6,12518322,0.7,10694531,0.7,1022347,2.3,230281,1.7,298656,0.5,272507,5.9,5297692,0.4,592861,0.0,327235,0.0,3015343,1.3,1237629,0.7,607388,0.6,1170326,3.0,3098037,0.8,1268571,1.0,618445,0.8,1211021,1.7,865879,2.5,162322,4.8,703557,2.0,13910,14.0,17873,4.5,671775,2.1
0400000US16,16,Idaho,,31-33,Manufacturing,,2013,747962,0.3,12324353,0.6,10577465,0.7,1008384,1.5,204716,0.8,295281,0.3,238508,2.0,5400663,0.2,644817,0.0,322850,0.0,2886958,2.0,1095623,1.0,677460,8.4,1113875,1.1,3154381,2.0,1241428,0.9,687278,9.0,1225675,1.2,906084,1.8,153135,8.2,752950,1.4,10447,5.4,24449,2.1,718054,1.4
0400000US16,16,Idaho,,31-33,Manufacturing,,2012,710132,,10918977,,9969964,,287621,,184564,,255904,,220924,,5164098,,647419,,,,2777846,,1016222,,807249,,954375,,2825624,,1104293,,617551,,1103780,,1676006,,585712,,1090294,,20004,,30543,,1039747,
0400000US17,17,Illinois,,31-33,Manufacturing,,2014,9532830,0.3,171688201,0.2,154977450,0.2,10177624,0.7,2012242,0.4,2055769,0.6,2465115,2.1,34925010,0.6,3102990,0.1,962570,0.0,25917017,0.4,10744365,0.8,4849247,0.9,10323405,0.4,26068846,0.3,11000121,0.6,5022078,0.7,10046648,0.4,6758587,1.2,1205556,4.0,5553031,1.1,123748,2.3,227933,1.6,5201350,1.1
0400000US17,17,Illinois,,31-33,Manufacturing,,2013,9269438,0.2,173411625,0.3,156791040,0.2,10221418,1.4,1912775,0.3,1996435,0.2,2489957,1.4,36185582,0.3,2907024,0.1,529754,0.1,25876639,0.3,10551258,0.3,5039377,0.8,10286004,0.6,26492176,0.3,11103592,0.4,4875788,0.5,10512796,0.7,6895920,1.2,1169481,3.8,5726439,1.1,157624,4.8,248535,2.3,5320280,1.1
0400000US17,17,Illinois,,31-33,Manufacturing,,2012,8626037,,168086458,,153333799,,8310204,,1677095,,2028994,,2736366,,37475389,,2961059,,,,24803266,,9897779,,5149389,,9756098,,25584570,,10320885,,5036783,,10226902,,6869636,,974852,,5894784,,132031,,285507,,5477246,
0400000US18,18,Indiana,,31-33,Manufacturing,,2014,7669660,0.4,155607540,0.2,144132478,0.3,4906585,1.0,1759936,0.5,2764358,0.4,2044182,1.5,41279871,0.3,2117700,0.1,,,24865028,0.3,8575822,0.5,6657939,0.3,9631267,0.6,26439010,0.4,8921784,0.4,7459156,0.4,10058070,0.7,6979271,0.7,962738,2.5,6016534,0.6,84597,2.6,136052,1.3,5795884,0.6
0400000US18,18,Indiana,,31-33,Manufacturing,,2013,7664697,0.2,145562723,0.1,134652058,0.1,5070075,1.3,1467171,0.4,2600964,0.2,1772456,0.7,40358315,0.2,2288823,0.0,,,25094953,0.2,9367864,0.4,6307449,0.3,9419640,0.4,24966809,0.2,8661093,0.3,6534397,0.4,9771320,0.3,13263979,0.4,1645225,1.1,11618754,0.4,80624,13.9,232874,1.5,11305256,0.4
0400000US18,18,Indiana,,31-33,Manufacturing,,2012,7511887,,146236798,,136179491,,4376599,,1247630,,2424248,,2008830,,38908610,,2492813,,,,24567128,,9188939,,6125903,,9252286,,24878843,,9160413,,6340655,,9377775,,7284532,,1081831,,6202701,,104217,,210490,,5887994,
0400000US19,19,Iowa,,31-33,Manufacturing,,2014,3452399,0.4,76679053,0.3,68685444,0.3,5087820,0.6,1317296,0.6,1034465,9.8,554029,1.5,16759345,4.8,,,,,9444076,0.7,3602849,0.8,2062874,2.2,3778353,0.9,9439303,0.8,3620238,1.0,2075371,2.3,3743693,1.3,4198259,6.8,843165,29.8,3355094,2.5,102845,17.3,120866,15.8,3131383,2.1
0400000US19,19,Iowa,,31-33,Manufacturing,,2013,3508650,0.2,78484650,0.2,71037363,0.2,4806524,0.3,1150964,0.1,926081,0.2,563718,0.6,16271172,0.2,,,,,9171201,0.3,3478662,0.6,1901601,0.6,3790938,0.4,9274650,0.4,3565686,0.7,1970217,0.6,3738748,0.4,3729674,0.9,701186,1.7,3028487,1.0,66641,5.8,106339,1.3,2855507,1.0
0400000US19,19,Iowa,,31-33,Manufacturing,,2012,3423262,,71373956,,65732103,,3262299,,925966,,869384,,584204,,16495332,,1930678,,,,8740655,,3433670,,1779871,,3527114,,9291854,,3540716,,1879787,,3871351,,2749618,,531699,,2217919,,108322,,99601,,2009996,
0400000US20,20,Kansas,,31-33,Manufacturing,,2014,2548853,0.4,63279074,0.4,56449128,0.5,5179861,1.3,454763,0.9,684837,0.7,510484,4.5,9692359,0.7,45,0.0,0,,9724259,0.5,3336897,0.6,3180040,0.6,3207322,0.9,10036325,0.6,3316045,0.9,3561380,0.4,3158900,1.1,3976935,1.0,861116,2.9,3115819,1.0,46274,5.5,74827,3.6,2994717,1.0
0400000US20,20,Kansas,,31-33,Manufacturing,,2013,2525603,0.2,59789046,1.1,53075622,1.3,5161582,0.7,374380,0.5,625630,0.5,551832,2.0,9242662,0.6,,,147,61.2,9786477,0.3,3338187,0.4,3309187,0.6,3139103,0.4,8955654,0.3,3144460,0.5,2801680,0.4,3009514,0.5,3122353,0.8,960111,0.9,2162242,1.0,36581,9.2,75814,11.9,2049847,0.9
0400000US20,20,Kansas,,31-33,Manufacturing,,2012,2281615,,53875087,,50897901,,1609450,,342913,,621257,,403566,,9214405,,,,0,,9286153,,3266420,,2986909,,3032824,,9187207,,3251420,,2876040,,3059747,,1872132,,401902,,1470230,,56266,,106317,,1307647,
0400000US21,21,Kentucky,,31-33,Manufacturing,,2014,3787955,1.3,91923902,0.3,86079517,0.3,2196342,2.4,948256,0.9,2037045,0.2,662741,1.1,36800466,0.1,,,,,11564409,1.0,4233788,1.9,2936554,0.3,4394067,0.9,12192408,0.4,4499280,0.5,3022448,0.5,4670679,0.7,3982380,3.1,578472,1.8,3403908,3.6,48424,4.4,54310,1.4,3301174,3.7
0400000US21,21,Kentucky,,31-33,Manufacturing,,2013,3674082,0.2,90413674,0.2,84605762,0.2,2093871,1.5,957291,0.2,2091418,0.7,665332,2.0,38738785,0.7,,,395626,0.0,11056500,0.2,4044534,0.3,2775259,0.4,4236706,0.6,11436307,0.2,4119915,0.3,2905065,0.3,4411326,0.5,3314281,1.2,505620,1.8,2808661,1.3,26376,11.4,63043,1.2,2719243,1.3
0400000US21,21,Kentucky,,31-33,Manufacturing,,2012,3492642,,86671864,,80902350,,1999199,,936914,,2106667,,726734,,41048939,,263238,,,,10855583,,3873719,,2495797,,4486067,,11433969,,4057874,,2791076,,4585019,,4129081,,459179,,3669902,,55297,,70098,,3544507,
0400000US22,22,Louisiana,,31-33,Manufacturing,,2014,2467019,1.3,190985020,0.2,173735383,0.1,11729705,1.6,2907436,0.1,1763919,0.2,848577,2.3,29841484,0.2,21342102,0.0,9306221,0.0,14613456,0.2,6851944,0.3,3634457,0.3,4127055,0.3,12729621,0.3,5882432,0.5,2927963,0.3,3919226,0.4,5907800,0.5,598852,1.7,5308948,0.4,59819,5.0,73230,0.8,5175899,0.4
0400000US22,22,Louisiana,,31-33,Manufacturing,,2013,2629322,0.3,203519743,0.1,186356610,0.1,11826381,0.1,2779391,0.1,1678339,0.2,879021,1.1,29250625,0.2,26415658,0.0,10678007,0.0,14990626,0.2,6965332,0.3,3477718,0.2,4547577,0.3,14652707,0.2,6852739,0.3,3678103,0.3,4121865,0.3,5390752,0.9,427828,2.8,4962924,0.9,68736,4.6,95440,1.7,4798748,0.9
0400000US22,22,Louisiana,,31-33,Manufacturing,,2012,2709042,,201806589,,186195462,,10990932,,2405951,,1413100,,801144,,28892778,,24581630,,10607039,,16128925,,6759212,,4785260,,4584453,,15920992,,7451099,,3893529,,4576364,,5248567,,436635,,4811932,,53826,,128287,,4629819,
0400000US23,23,Maine,,31-33,Manufacturing,,2014,818995,0.4,8314937,0.4,7144952,0.4,297331,2.0,394551,0.4,261924,0.3,216178,0.8,3146029,0.2,4062617,0.0,1058345,0.0,1816843,0.3,762575,0.5,422121,0.7,632146,0.6,1936579,1.7,816661,1.8,470208,0.7,649710,3.3,448686,2.7,74776,1.6,373910,3.0,8819,4.5,9280,2.6,355811,3.1
0400000US23,23,Maine,,31-33,Manufacturing,,2013,826772,0.3,8664423,0.4,7492582,0.5,293780,1.6,376425,0.6,263655,0.2,237982,1.4,3506700,0.2,4236647,0.1,1147568,0.0,1864526,0.5,777148,0.8,419948,1.1,667430,0.6,1858197,0.8,767194,1.3,435743,0.9,655260,1.0,404339,1.5,53303,2.2,351036,1.6,13927,9.0,9367,5.9,327742,1.5
0400000US23,23,Maine,,31-33,Manufacturing,,2012,790686,,8151556,,7081064,,274661,,323713,,250877,,221241,,3557731,,4755005,,1293429,,1853532,,678042,,470364,,705126,,1810013,,725990,,414280,,669743,,449716,,41239,,408477,,13124,,9778,,385575,
0400000US24,24,Maryland,,31-33,Manufacturing,,2014,1615263,0.8,18305792,0.9,16326505,0.9,1145531,4.3,203383,1.2,331074,0.8,299299,2.3,3859004,0.8,26623,0.0,,,4184812,0.5,1520705,1.0,1263738,0.4,1400369,0.7,4139540,0.6,1614916,1.2,1090330,0.6,1434294,0.6,1279221,2.9,283543,5.3,995678,3.3,27544,8.2,66898,1.4,901235,3.6
0400000US24,24,Maryland,,31-33,Manufacturing,,2013,1791368,0.3,18696246,0.3,16763019,0.5,992351,6.1,222093,1.3,332825,0.8,385959,1.3,4052060,0.7,,,,,4229032,0.3,1434766,0.5,1340254,0.8,1454012,0.7,4374960,0.4,1551502,0.8,1375450,0.6,1448009,0.3,1122616,1.6,237374,0.6,885242,2.0,17929,8.6,29032,2.4,838282,2.0
0400000US24,24,Maryland,,31-33,Manufacturing,,2012,1798098,,17961328,,15813123,,1117915,,225233,,342297,,462760,,4400486,,,,,,4264187,,1490405,,1278291,,1495491,,4257954,,1439643,,1362199,,1456112,,1281092,,236481,,1044611,,31253,,52718,,960640,
0400000US25,25,Massachusetts,,31-33,Manufacturing,,2014,4491570,0.7,39357171,1.1,33659148,1.0,3080223,14.6,410476,1.1,1013873,0.7,1193452,2.7,8912851,0.7,76605,0.8,12695,18.1,10778982,0.9,3889257,1.4,3010526,1.1,3879199,1.0,11641088,3.8,3935733,2.3,3561465,12.6,4143890,1.5,2430856,2.4,550741,4.1,1880115,2.5,60029,5.7,112697,4.0,1707389,2.6
