GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,EMP,EMP_S,PAYANN,EMPAVPW,PAYANPW,HOURS,CSTMTOT,RCPTOT,VALADD,VALADD_S,CEXTOT,CEXTOT_S
0100000US,,United States,,3118,Bakeries and tortilla manufacturing,,2009,257637,1,9096556,171615,5320862,323956,24193487,59448681,35242007,1,1390443,4
0100000US,,United States,,3118,Bakeries and tortilla manufacturing,,2008,270512,1,9414077,172676,5374461,333557,24515962,58752854,34198068,1,1679084,4
0100000US,,United States,,3119,Other food manufacturing,,2009,155345,1,6403727,112525,3573278,212061,36445272,81331762,44907728,1,2508969,3
0100000US,,United States,,3119,Other food manufacturing,,2008,161335,1,6360748,117818,3646723,223805,36838894,80056329,43327925,1,1910007,2
0100000US,,United States,,312,Beverage and tobacco product manufacturing,,2009,142341,1,6926826,83214,3702303,163288,49454384,119882070,70958660,1,3237580,6
0100000US,,United States,,312,Beverage and tobacco product manufacturing,,2008,151838,1,7324856,86745,3771610,172131,49492987,125099482,76212626,1,3824464,6
0100000US,,United States,,3121,Beverage manufacturing,,2009,128077,1,5994481,72712,3141976,142861,44093593,88580714,45026888,1,2911981,7
0100000US,,United States,,3121,Beverage manufacturing,,2008,133705,1,6226867,73242,3100708,146341,43563785,87712053,44755068,1,3442673,6
0100000US,,United States,,3122,Tobacco manufacturing,,2009,14264,1,932345,10502,560327,20427,5360791,31301356,25931772,1,325599,1
0100000US,,United States,,3122,Tobacco manufacturing,,2008,18133,1,1097989,13503,670902,25790,5929202,37387429,31457558,1,381791,1
0100000US,,United States,,313,Textile mills,,2009,108689,1,3895318,90197,2728512,171499,14502709,26461252,11385780,1,965616,1
0100000US,,United States,,313,Textile mills,,2008,135891,1,4674915,113306,3357092,224050,19365788,32052395,12532346,1,883120,2
0100000US,,United States,,3131,"Fiber, yarn, and thread mills",,2009,27932,2,816297,25439,653432,47190,4031057,6375688,2228633,2,118622,3
0100000US,,United States,,3131,"Fiber, yarn, and thread mills",,2008,34655,1,999525,31341,821435,62675,5838386,8572523,2706295,1,146871,8
0100000US,,United States,,3132,Fabric mills,,2009,51323,2,2004275,42551,1437888,81532,6718316,13831234,6754961,1,739211,1
0100000US,,United States,,3132,Fabric mills,,2008,63383,2,2337428,52555,1686311,102033,8772776,15970473,7132299,1,550721,3
0100000US,,United States,,3133,Textile and fabric finishing and fabric coating mills,,2009,29434,3,1074746,22206,637192,42777,3753337,6254330,2402185,3,107783,6
0100000US,,United States,,3133,Textile and fabric finishing and fabric coating mills,,2008,37853,1,1337962,29410,849346,59342,4754626,7509399,2693752,2,185528,2
0100000US,,United States,,314,Textile product mills,,2009,112489,2,3426039,86835,2137138,165254,11717831,21260932,9066178,1,476249,5
0100000US,,United States,,314,Textile product mills,,2008,135140,1,4114122,104001,2574779,203278,14704216,26836336,12072094,1,612370,3
0100000US,,United States,,3141,Textile furnishings mills,,2009,58566,1,1704757,46304,1079696,89003,7128765,12613585,5155939,2,161487,3
0100000US,,United States,,3141,Textile furnishings mills,,2008,69783,1,2056827,54751,1307758,109276,9407607,16536585,6977816,2,254801,4
0100000US,,United States,,3149,Other textile product mills,,2009,53923,3,1721282,40531,1057441,76252,4589066,8647346,3910239,3,314762,8
0100000US,,United States,,3149,Other textile product mills,,2008,65358,1,2057294,49250,1267021,94002,5296609,10299751,5094278,2,357569,4
0100000US,,United States,,315,Apparel manufacturing,,2009,113528,2,2986986,89991,1857307,167902,7392945,14665709,6936978,2,220983,3
0100000US,,United States,,315,Apparel manufacturing,,2008,147068,1,3837986,114849,2335521,210870,10078432,19139593,9068251,1,224381,4
0100000US,,United States,,3151,Apparel knitting mills,,2009,14272,5,392562,11604,285188,22214,1013124,2015770,1026079,5,57168,1
0100000US,,United States,,3151,Apparel knitting mills,,2008,17798,3,473076,14312,344948,26515,1319743,2524889,1206900,2,42979,8
0100000US,,United States,,3152,Cut and sew apparel manufacturing,,2009,89144,3,2319838,70452,1410313,131026,5818526,11477455,5325922,2,155396,4
0100000US,,United States,,3152,Cut and sew apparel manufacturing,,2008,117697,1,3053677,91627,1810114,166892,8099726,15355195,7253318,1,161533,5
0100000US,,United States,,3159,Apparel accessories and other apparel manufacturing,,2009,10113,3,274586,7934,161805,14663,561295,1172484,584977,2,8419,2
0100000US,,United States,,3159,Apparel accessories and other apparel manufacturing,,2008,11574,8,311233,8910,180460,17462,658963,1259509,608033,3,19868,25
0100000US,,United States,,316,Leather and allied product manufacturing,,2009,27866,1,834914,20435,490185,36770,2042326,4188287,2057641,1,97278,2
0100000US,,United States,,316,Leather and allied product manufacturing,,2008,31493,1,981162,23905,590185,46395,2663487,5211979,2588002,1,86415,6
0100000US,,United States,,3161,Leather and hide tanning and finishing,,2009,3244,1,118694,2545,78421,5204,498018,807356,314818,1,26973,1
0100000US,,United States,,3161,Leather and hide tanning and finishing,,2008,4197,1,157586,3223,102951,6558,822594,1220544,384928,1,20798,11
0100000US,,United States,,3162,Footwear manufacturing,,2009,11478,1,340595,8964,222172,15439,812015,1706359,851974,1,23571,3
0100000US,,United States,,3162,Footwear manufacturing,,2008,12870,1,380118,10382,260413,19004,927388,1918382,1051114,1,23389,2
0100000US,,United States,,3169,Other leather and allied product manufacturing,,2009,13144,2,375625,8926,189593,16127,732293,1674572,890849,2,46734,4
0100000US,,United States,,3169,Other leather and allied product manufacturing,,2008,14426,3,443458,10300,226821,20833,913504,2073052,1151960,2,42228,12
0100000US,,United States,,321,Wood product manufacturing,,2009,352311,1,11993732,281121,8202848,529476,38237240,65440135,25899524,1,1605372,4
0100000US,,United States,,321,Wood product manufacturing,,2008,460940,1,15595801,364814,10850108,724867,52701548,87764829,34453989,1,2512713,4
0100000US,,United States,,3211,Sawmills and wood preservation,,2009,75820,2,2761002,62586,2050110,124930,12306188,18881933,6025334,3,514063,13
0100000US,,United States,,3211,Sawmills and wood preservation,,2008,91762,1,3398392,76939,2591577,159998,16752914,24211908,7269427,4,629591,4
0100000US,,United States,,3212,"Veneer, plywood, and engineered wood product manufacturing",,2009,62820,2,2297007,49679,1569429,96787,7927682,12762783,4649186,2,282904,2
0100000US,,United States,,3212,"Veneer, plywood, and engineered wood product manufacturing",,2008,86922,2,3223661,68037,2236122,141427,11784802,18369293,6515736,1,682906,4
0100000US,,United States,,3219,Other wood product manufacturing,,2009,213671,1,6935723,168856,4583309,307759,18003370,33795419,15225004,2,808406,3
0100000US,,United States,,3219,Other wood product manufacturing,,2008,282257,1,8973748,219838,6022409,423441,24163833,45183628,20668826,1,1200217,7
0100000US,,United States,,322,Paper manufacturing,,2009,363821,1,18873289,283230,12941076,579965,84467999,161816360,76531407,1,4401131,1
0100000US,,United States,,322,Paper manufacturing,,2008,403726,1,20583667,312023,14019009,655383,100089369,179248789,79468358,1,6266956,1
0100000US,,United States,,3221,"Pulp, paper, and paperboard mills",,2009,113472,1,7509488,90786,5595170,191009,34587134,74494657,39528718,1,2423461,1
0100000US,,United States,,3221,"Pulp, paper, and paperboard mills",,2008,118513,1,7843090,94130,5853501,205822,42699430,83357065,40764565,1,3659418,1
0100000US,,United States,,3222,Converted paper product manufacturing,,2009,250349,1,11363801,192444,7345906,388956,49880865,87321703,37002689,1,1977671,2
0100000US,,United States,,3222,Converted paper product manufacturing,,2008,285213,1,12740576,217893,8165508,449560,57389939,95891724,38703793,1,2607538,2
0100000US,,United States,,323,Printing and related support activities,,2009,508951,1,21151627,362651,13060954,680184,32896209,83860997,50501959,1,2529438,3
0100000US,,United States,,323,Printing and related support activities,,2008,603142,1,25023186,421573,15263952,822523,38917016,98634118,59618077,1,4132669,2
0100000US,,United States,,3231,Printing and related support activities,,2009,508951,1,21151627,362651,13060954,680184,32896209,83860997,50501959,1,2529438,3
0100000US,,United States,,3231,Printing and related support activities,,2008,603142,1,25023186,421573,15263952,822523,38917016,98634118,59618077,1,4132669,2
0100000US,,United States,,324,Petroleum and coal products manufacturing,,2009,101559,1,8421284,66646,4903494,147977,419743225,497875474,78558603,1,17608690,1
0100000US,,United States,,324,Petroleum and coal products manufacturing,,2008,105466,1,8397456,67805,4842792,151498,674550124,769698977,89733225,2,18740812,1
0100000US,,United States,,3241,Petroleum and coal products manufacturing,,2009,101559,1,8421284,66646,4903494,147977,419743225,497875474,78558603,1,17608690,1
0100000US,,United States,,3241,Petroleum and coal products manufacturing,,2008,105466,1,8397456,67805,4842792,151498,674550124,769698977,89733225,2,18740812,1
0100000US,,United States,,325,Chemical manufacturing,,2009,724683,1,47775750,418655,21650652,836501,296725926,628945803,328870852,1,21121932,1
0100000US,,United States,,325,Chemical manufacturing,,2008,775749,1,50309279,448637,22957354,905943,386964284,738668920,352403191,1,21122462,2
0100000US,,United States,,3251,Basic chemical manufacturing,,2009,142143,1,10080949,86935,5523548,178128,107297701,175439319,66710327,1,7580153,1
0100000US,,United States,,3251,Basic chemical manufacturing,,2008,150599,1,10808030,91566,6063291,191426,159148929,242095916,82774518,1,7912957,4
0100000US,,United States,,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",,2009,81177,1,5117706,53904,2930610,108545,44760536,72112280,27236501,1,2393185,4
0100000US,,United States,,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",,2008,91485,1,5612763,62547,3191818,128841,71239748,99246849,26390688,1,2944872,1
0100000US,,United States,,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",,2009,26794,1,1577941,17600,909708,38025,16146977,32950257,16142416,2,1699452,5
0100000US,,United States,,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",,2008,27671,1,1623111,18514,954190,40321,19014869,36893670,19073693,1,1350513,3
0100000US,,United States,,3254,Pharmaceutical and medicine manufacturing,,2009,236439,1,18161776,116135,6125030,223508,50966982,191409938,140568339,1,4928155,5
0100000US,,United States,,3254,Pharmaceutical and medicine manufacturing,,2008,245119,1,18401426,117042,6063515,224961,51564423,192069906,141534555,1,5052685,2
0100000US,,United States,,3255,"Paint, coating, and adhesive manufacturing",,2009,54419,1,2991237,32892,1378752,66408,14941293,29202317,14000152,1,564966,3
0100000US,,United States,,3255,"Paint, coating, and adhesive manufacturing",,2008,62639,1,3304332,36891,1521626,74350,17389147,32979842,15610599,1,561355,5
0100000US,,United States,,3256,"Soap, cleaning compound, and toilet preparation manufacturing",,2009,97604,1,5263178,57294,2471908,113064,41547335,86992023,44800949,1,2268705,1
0100000US,,United States,,3256,"Soap, cleaning compound, and toilet preparation manufacturing",,2008,103518,1,5590545,62447,2571579,125553,43864962,90355865,46724518,1,2171053,3
0100000US,,United States,,3259,Other chemical product and preparation manufacturing,,2009,86106,1,4582964,53896,2311095,108823,21065101,40839669,19412167,1,1687316,3
0100000US,,United States,,3259,Other chemical product and preparation manufacturing,,2008,94719,1,4969070,59630,2591335,120490,24742207,45026870,20294620,1,1129027,2
0100000US,,United States,,326,Plastics and rubber products manufacturing,,2009,672794,1,27249122,517473,17139096,1029699,87355685,171185548,82294714,1,5339694,2
0100000US,,United States,,326,Plastics and rubber products manufacturing,,2008,789147,1,31378541,607663,20504412,1217680,112654152,203669157,90922557,1,7729947,2
0100000US,,United States,,3261,Plastics product manufacturing,,2009,549746,1,21789646,422336,13473646,843762,69985727,138684839,67344683,1,4464099,2
0100000US,,United States,,3261,Plastics product manufacturing,,2008,647248,1,25136004,496296,16130956,998764,90292041,166434261,75996741,1,6248195,2
0100000US,,United States,,3262,Rubber product manufacturing,,2009,123048,1,5459477,95137,3665450,185937,17369958,32500709,14950031,1,875594,3
0100000US,,United States,,3262,Rubber product manufacturing,,2008,141898,1,6242538,111367,4373455,218916,22362111,37234896,14925817,1,1481752,4
0100000US,,United States,,327,Nonmetallic mineral product manufacturing,,2009,360426,1,15919951,275090,10688916,550220,40196667,90395938,48899753,1,3813513,1
0100000US,,United States,,327,Nonmetallic mineral product manufacturing,,2008,440621,1,19257830,335837,13113212,694574,53614967,115455730,61830378,1,5899113,1
0100000US,,United States,,3271,Clay product and refractory manufacturing,,2009,31977,3,1288134,24477,848048,47025,2509372,6159308,3395832,3,236525,5
0100000US,,United States,,3271,Clay product and refractory manufacturing,,2008,42196,1,1678901,33035,1140422,66377,3462827,7930061,4533110,2,425139,4
0100000US,,United States,,3272,Glass and glass product manufacturing,,2009,80784,1,3803781,63486,2631974,129239,9095566,20402685,11043235,1,789554,3
0100000US,,United States,,3272,Glass and glass product manufacturing,,2008,94174,1,4260885,74256,2987019,152055,10690855,23355160,12641229,1,1210557,2
0100000US,,United States,,3273,Cement and concrete product manufacturing,,2009,170014,1,7259522,129730,4935121,260678,19068257,41392533,21642137,2,2018312,2
0100000US,,United States,,3273,Cement and concrete product manufacturing,,2008,212105,1,9043824,160554,6212110,331644,27718193,57292439,29484301,1,3127457,2
0100000US,,United States,,3274,Lime and gypsum product manufacturing,,2009,12743,1,646472,10256,461575,20127,2766245,5259872,2489411,1,220486,1
0100000US,,United States,,3274,Lime and gypsum product manufacturing,,2008,15385,1,826389,12300,607296,26958,3804296,6568487,2760873,1,369541,3
0100000US,,United States,,3279,Other nonmetallic mineral product manufacturing,,2009,64909,2,2922042,47142,1812198,93151,6757227,17181539,10329138,1,548636,3
0100000US,,United States,,3279,Other nonmetallic mineral product manufacturing,,2008,76761,1,3447831,55692,2166365,117540,7938795,20309582,12410866,1,766417,5
0100000US,,United States,,331,Primary metal manufacturing,,2009,354831,1,18204227,273910,12443316,538189,115973007,168297912,48169964,1,7643462,1
0100000US,,United States,,331,Primary metal manufacturing,,2008,420866,1,22725945,330566,16201235,696498,189659188,282622609,91708700,1,10009445,1
0100000US,,United States,,3311,Iron and steel mills and ferroalloy manufacturing,,2009,98204,1,6035673,78479,4465725,150328,47378839,63865184,14611783,1,2991069,1
0100000US,,United States,,3311,Iron and steel mills and ferroalloy manufacturing,,2008,110240,1,7698407,88193,5870112,188357,82961577,126708326,43261573,1,4506046,1
0100000US,,United States,,3312,Steel product manufacturing from purchased steel,,2009,38693,2,1795106,28474,1173378,55188,11207009,15515695,3697502,9,457327,3
0100000US,,United States,,3312,Steel product manufacturing from purchased steel,,2008,46616,1,2272250,36533,1555386,75611,17698230,25748326,8255021,3,495856,3
0100000US,,United States,,3313,Alumina and aluminum production and processing,,2009,47757,1,2458717,36469,1610614,73174,18479593,24791246,5683722,1,519633,1
0100000US,,United States,,3313,Alumina and aluminum production and processing,,2008,58219,1,2998108,45290,2088401,97390,29701413,39899583,9774109,1,1017358,1
0100000US,,United States,,3314,Nonferrous metal (except aluminum) production and processing,,2009,54726,1,2939177,38948,1828908,77960,28719527,41333186,12064474,1,2942356,3
0100000US,,United States,,3314,Nonferrous metal (except aluminum) production and processing,,2008,62256,1,3364487,44710,2109584,94542,43023189,58608622,15053181,1,1846567,3
0100000US,,United States,,3315,Foundries,,2009,115451,1,4975554,91540,3364691,181540,10188039,22792600,12112483,1,733077,2
0100000US,,United States,,3315,Foundries,,2008,143535,1,6392694,115839,4577752,240598,16274778,31657752,15364817,4,2143617,5
0100000US,,United States,,332,Fabricated metal product manufacturing,,2009,1296600,1,57606332,933294,34401677,1842338,130624569,281316544,146876281,1,7486768,2
0100000US,,United States,,332,Fabricated metal product manufacturing,,2008,1570339,1,69185946,1152175,43439096,2354995,170920272,358257029,189113652,1,11324267,3
0100000US,,United States,,3321,Forging and stamping,,2009,102658,1,4679614,74225,2716002,149774,14054369,26125051,11401380,1,720855,3
0100000US,,United States,,3321,Forging and stamping,,2008,122538,1,5729637,90828,3533549,189703,19211853,35150008,16158603,1,1184304,10
0100000US,,United States,,3322,Cutlery and handtool manufacturing,,2009,39552,2,1754347,28114,1000054,53933,3188612,8430917,5152443,2,326849,5
0100000US,,United States,,3322,Cutlery and handtool manufacturing,,2008,47798,1,2194123,33840,1254885,68885,4024136,10162972,6145022,1,314617,7
0100000US,,United States,,3323,Architectural and structural metals manufacturing,,2009,329414,1,14165183,231543,8031787,454457,35884064,71022277,34030264,1,1625006,5
0100000US,,United States,,3323,Architectural and structural metals manufacturing,,2008,410010,1,17313573,294434,10440225,596890,50698000,95181575,44877170,1,2254825,9
0100000US,,United States,,3324,"Boiler, tank, and shipping container manufacturing",,2009,77694,1,4078066,56464,2589147,114843,17158268,29823857,12445497,1,566011,4
0100000US,,United States,,3324,"Boiler, tank, and shipping container manufacturing",,2008,95105,1,4815881,71653,3182111,150876,18784736,33827646,15018182,1,1061523,2
0100000US,,United States,,3325,Hardware manufacturing,,2009,29502,2,1260116,19871,632431,37313,3065126,6773779,3546121,2,123703,1
0100000US,,United States,,3325,Hardware manufacturing,,2008,36147,1,1552203,25381,853281,50149,3971250,8730804,4768942,1,204690,4
0100000US,,United States,,3326,Spring and wire product manufacturing,,2009,40532,2,1571087,30366,938101,58766,4033510,8124336,3954527,3,164823,8
0100000US,,United States,,3326,Spring and wire product manufacturing,,2008,48900,1,1857378,37107,1178326,73300,5068903,9868192,4877004,2,262708,3
0100000US,,United States,,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",,2009,320963,1,14355317,239129,9281987,480062,18218400,48936613,30156412,1,1815877,4
0100000US,,United States,,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",,2008,397893,1,17722409,298440,12090294,620133,24430183,63759457,39764345,1,2947883,4
0100000US,,United States,,3328,"Coating, engraving, heat treating, and allied activities",,2009,111117,1,4404880,83449,2789292,163329,8610825,20300158,11566911,1,602192,12
0100000US,,United States,,3328,"Coating, engraving, heat treating, and allied activities",,2008,135554,1,5342012,103592,3534880,210670,11222308,27601848,16340022,1,1028915,11
0100000US,,United States,,3329,Other fabricated metal product manufacturing,,2009,245170,1,11337721,170133,6422877,329860,26411395,61779556,34622726,1,1541453,4
0100000US,,United States,,3329,Other fabricated metal product manufacturing,,2008,276394,1,12658729,196899,7371544,394390,33508901,73974528,41164363,1,2064802,3
0100000US,,United States,,333,Machinery manufacturing,,2009,962083,1,49079484,597068,23957121,1152748,151115284,287634198,133056578,1,7279513,2
0100000US,,United States,,333,Machinery manufacturing,,2008,1125474,1,56980752,725875,29519749,1455847,190655239,355599582,167299665,1,9568736,1
0100000US,,United States,,3331,"Agriculture, construction, and mining machinery manufacturing",,2009,180379,1,8961381,120127,4793886,228161,43091686,75886277,31666182,3,2136105,3
0100000US,,United States,,3331,"Agriculture, construction, and mining machinery manufacturing",,2008,210449,1,10311720,143952,5947399,287965,56543250,93905641,38625502,1,2983230,2
0100000US,,United States,,3332,Industrial machinery manufacturing,,2009,109976,1,6451460,53901,2325800,103145,13224270,26417663,12272993,4,443145,4
0100000US,,United States,,3332,Industrial machinery manufacturing,,2008,124585,1,7408543,66150,2896088,131427,16249318,34915399,18715047,1,689445,4
0100000US,,United States,,3333,Commercial and service industry machinery manufacturing,,2009,75385,1,3966628,43254,1713386,85540,9743860,20930670,11039940,1,548544,11
0100000US,,United States,,3333,Commercial and service industry machinery manufacturing,,2008,84466,1,4286210,49439,1868032,98713,11133108,23380687,12307071,1,563944,3
0100000US,,United States,,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",,2009,126063,1,5366548,85709,2918886,163248,18435602,34646153,15970899,2,916133,2
0100000US,,United States,,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",,2008,145492,1,6010235,104773,3455681,206608,21379112,40834850,19390552,1,1048821,2
0100000US,,United States,,3335,Metalworking machinery manufacturing,,2009,129596,1,6503505,90415,3907782,177993,8212018,20604679,11970310,1,752352,6
0100000US,,United States,,3335,Metalworking machinery manufacturing,,2008,160879,1,8268160,111669,5004466,225373,12063203,29074617,17106032,1,1046583,4
0100000US,,United States,,3336,"Engine, turbine, and power transmission equipment manufacturing",,2009,89434,1,4571718,57370,2412212,109873,22334699,35462893,12546873,1,1027273,1
0100000US,,United States,,3336,"Engine, turbine, and power transmission equipment manufacturing",,2008,102418,1,5351386,67954,2993094,139255,27365053,43647556,16599808,1,1591498,2
0100000US,,United States,,3339,Other general purpose machinery manufacturing,,2009,251250,1,13258244,146292,5885168,284788,36073150,73685863,37589382,1,1455961,2
0100000US,,United States,,3339,Other general purpose machinery manufacturing,,2008,297185,1,15344497,181939,7354989,366507,45922195,89840832,44555652,1,1645215,2
0100000US,,United States,,334,Computer and electronic product manufacturing,,2009,908299,2,59266658,413211,18136998,795540,133896248,327991364,193242334,1,12767368,1
0100000US,,United States,,334,Computer and electronic product manufacturing,,2008,1012962,1,64953378,489038,21213712,968701,156638518,383914266,228449110,1,21984813,3
0100000US,,United States,,3341,Computer and peripheral equipment manufacturing,,2009,90407,5,5152488,29736,1195719,57224,26457503,52530237,25973603,1,1546759,2
0100000US,,United States,,3341,Computer and peripheral equipment manufacturing,,2008,93777,1,5946502,35561,1428099,69965,29706794,66036492,36402302,1,1244087,1
0100000US,,United States,,3342,Communications equipment manufacturing,,2009,115293,4,8040086,46146,2307317,89463,20498754,45164081,24940758,3,1617062,4
0100000US,,United States,,3342,Communications equipment manufacturing,,2008,132029,3,8943983,53360,2546553,104070,25175712,53866538,29829091,7,2431624,4
0100000US,,United States,,3343,Audio and video equipment manufacturing,,2009,10283,6,505766,5065,147668,9503,1715880,3275474,1463934,5,35867,2
0100000US,,United States,,3343,Audio and video equipment manufacturing,,2008,14700,1,672771,7523,212247,14322,3729559,5875628,2078236,1,65221,1
0100000US,,United States,,3344,Semiconductor and other electronic component manufacturing,,2009,293537,4,16505092,178144,7532835,335138,36794809,96459857,58360636,1,6615746,1
0100000US,,United States,,3344,Semiconductor and other electronic component manufacturing,,2008,351182,1,19277452,222721,9265634,443657,44087629,118466743,74783930,1,14454999,5
0100000US,,United States,,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",,2009,375344,1,27926199,137958,6375796,272014,46085382,125081153,79359432,2,2735801,1
0100000US,,United States,,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",,2008,394422,1,28850982,151756,7098748,300617,50938935,133096904,81775611,1,3440324,2
0100000US,,United States,,3346,Manufacturing and reproducing magnetic and optical media,,2009,23436,2,1137028,16162,577663,32199,2343920,5480561,3143970,5,216134,4
0100000US,,United States,,3346,Manufacturing and reproducing magnetic and optical media,,2008,26852,1,1261687,18117,662431,36070,2999889,6571962,3579939,1,348558,1
0100000US,,United States,,335,"Electrical equipment, appliance, and component manufacturing",,2009,352940,1,16625815,237854,8547715,452643,54562019,106650713,50498178,1,2518605,2
0100000US,,United States,,335,"Electrical equipment, appliance, and component manufacturing",,2008,408930,1,18941757,283227,10259167,558702,69800237,130334430,60821523,1,3120115,4
0100000US,,United States,,3351,Electric lighting equipment manufacturing,,2009,47784,2,2171018,32138,1093913,62137,5602159,11540560,5814469,2,382674,4
0100000US,,United States,,3351,Electric lighting equipment manufacturing,,2008,56260,1,2394753,37998,1194985,74089,6554137,13872075,7319821,1,372509,1
0100000US,,United States,,3352,Household appliance manufacturing,,2009,48581,1,1938661,41080,1405721,77591,10106555,18707942,8451085,1,278414,1
0100000US,,United States,,3352,Household appliance manufacturing,,2008,56442,1,2248799,48041,1664102,93635,12754062,21504780,8709408,1,415256,1
0100000US,,United States,,3353,Electrical equipment manufacturing,,2009,124722,1,6008367,80278,2963297,150413,17842293,36420717,17929414,1,776577,5
0100000US,,United States,,3353,Electrical equipment manufacturing,,2008,144061,1,6911586,96209,3511922,186313,22585975,43950149,21527177,1,841051,2
0100000US,,United States,,3359,Other electrical equipment and component manufacturing,,2009,131852,1,6507770,84358,3084784,162501,21011012,39981495,18303209,1,1080940,3
0100000US,,United States,,3359,Other electrical equipment and component manufacturing,,2008,152166,1,7386620,100979,3888158,204665,27906062,51007426,23265117,1,1491300,8
0100000US,,United States,,336,Transportation equipment manufacturing,,2009,1240320,1,71920545,818484,41365025,1597485,319871616,545018370,229642082,1,12667067,1
0100000US,,United States,,336,Transportation equipment manufacturing,,2008,1493976,1,83511070,1028284,50407141,1998540,417917714,672783574,258301458,1,16566711,2
0100000US,,United States,,3361,Motor vehicle manufacturing,,2009,123484,1,7927052,103349,6391521,196432,107559844,149900446,41968097,1,3265404,1
0100000US,,United States,,3361,Motor vehicle manufacturing,,2008,156251,1,10792842,133292,8958227,253807,155817489,208079029,51590389,1,4129856,1
0100000US,,United States,,3362,Motor vehicle body and trailer manufacturing,,2009,89012,1,3519737,67390,2308582,125908,13891004,21289121,6877283,2,432017,1
0100000US,,United States,,3362,Motor vehicle body and trailer manufacturing,,2008,122873,1,4768989,94606,3218096,181057,19283535,29472296,10021191,2,332217,2
