GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,EMPSMAO,EMPSMAO_S,EMPAVPW,PAYABENT,PAYANN,BENEFIT,BENEFIT_S,PAYANPW,HRSTOTM,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTRSL,CSTCNT,CSTFU,CSTFU_S,FUELECT,ELECPCH,CSTELEC,CSTELEC_S,ELECGEN,ELECSLD,VALADDM,VALADDM_S,RCPTOT,RCPTOT_S,RCPTPLM,MSCTOT,MSCRSLTT,MSCCNTTT,MSCOTH,RCPTRAN,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,INVTOTB,INVFINB,INVWIPB,INVMATB,CEXTOT,CEXTOT_S,CEXBLD,CEXMCH,CEXMCHA,CEXMCHC,CEXMCHO
Geographic identifier code,Id2,Geographic area name,Id,NAICS-based,Meaning of NAICS-based,Id,Year,Number of employees,Relative standard error of number of employees,"Production workers, average per year","Total compensation ($1,000)","Annual payroll ($1,000)",Total fringe benefits,Relative standard error of total fringe benefits (percent),"Production workers wages ($1,000)","Production workers hours (1,000)","Total cost of materials ($1,000)","Relative standard error of total cost of materials ($1,000)","Materials, parts, containers, packaging, etc. used ($1,000)","Cost of resales ($1,000)","Contract work ($1,000)","Purchased fuels consumed ($1,000)",Relative standard error of estimate for cost of purchased fuels (percent),"Cost of purchased fuels and electric energy ($1,000)","Quantity of electricity purchased for heat and power (1,000 kWh)","Purchased electricity ($1,000)",Relative standard error of estimate for cost of electricity purchased for heat and power (percent),"Quantity of generated electricity (1,000 kWh)","Quantity of electricity sold or transferred (1,000 kWh)","Value added ($1,000)",Relative standard error of value added,"Total value of shipments ($1,000)",Relative standard error of estimate for total value of shipments (percent),"Value of product shipments ($1,000)","Total miscellaneous receipts ($1,000)","Value of resales ($1,000)","Contract receipts ($1,000)","Other miscellaneous receipts ($1,000)","Value of interplant transfers ($1,000)","Total inventories, end of year ($1,000)",Relative standard error of estimate for total end of year inventories (percent),"Finished goods inventories, end of year ($1,000)",Relative standard error of estimate for EOY finished products inventories (percent),"Work-in-process inventories, end-of-year  ($1,000)",Relative standard error of estimate for EOY work-in-process inventories (percent),"Materials and supplies inventories, end of year ($1,000)","Relative standard error of estimate for EOY materials, supplies, fuels, etc. inventories (percent)","Total inventories, beginning of year ($1,000)","Finished goods inventories, beginning of year ($1,000)","Work-in-process inventories, beginning of year ($1,000)","Materials and supplies inventories, beginning of year ($1,000)","Total capital expenditures (new and used) ($1,000)",Relative standard error of estimate of total capital expenditures (new and used),"Buildings and other structures (new and used) ($1,000)","Capital expenditures on machinery and equipment (new and used) ($1,000)","Capital expenditures on automobiles, trucks, etc. for highway use ($1,000)","Capital expenditures on computers and peripheral data processing equipment ($1,000)","Capital expenditures on all other machinery and equipment ($1,000)"
0100000US,,United States,,31132,Chocolate and confectionery manufacturing from cacao beans,,2005,8004,1,6082,485289,356485,128804,1,247089,12319,2346167,3,2115492,167871,9842,21273,6,52963,502859,31690,3,606,0,1941536,1,4250980,2,4053038,197942,197980,,5,,694074,9,317099,10,86473,9,290502,9,645061,302708,68065,274287,75471,4,10598,64873,445,3913,60515
0100000US,,United States,,311320,Chocolate and confectionery manufacturing from cacao beans,,2006,7771,1,5880,496562,372793,123769,1,263574,12010,2344844,3,2118642,164720,6521,22364,6,54960,482014,32596,4,,0,2009584,1,4342693,2,4148638,194055,193544,,555,540426,717415,5,308363,5,89274,7,319779,5,671899,305096,84731,282072,87613,5,6525,81088,1168,3479,76441
0100000US,,United States,,311320,Chocolate and confectionery manufacturing from cacao beans,,2005,8004,1,6082,485289,356485,128804,1,247089,12319,2346167,3,2115492,167871,9842,21273,6,52963,502859,31690,3,606,0,1941536,1,4250980,2,4053038,197942,197980,,5,,694074,9,317099,10,86473,9,290502,9,645061,302708,68065,274287,75471,4,10598,64873,445,3913,60515
0100000US,,United States,,31133,Confectionery manufacturing from purchased chocolate,,2006,26361,3,20471,1277158,1003073,274085,2,733665,40888,3571173,3,3231447,194018,20436,49659,2,125273,1170611,75614,2,,,7060437,1,10577965,2,10240571,337394,312588,,,280797,861680,4,449073,3,92546,30,320061,2,786319,413147,66913,306259,210384,8,41969,168416,2729,6918,158769
0100000US,,United States,,31133,Confectionery manufacturing from purchased chocolate,,2005,26375,4,20175,1279008,959369,319639,1,691846,41685,3387746,4,3090619,161070,24494,44655,2,111564,1102893,66908,1,,,6986817,1,10360578,2,10066339,294240,284267,9846,127,388137,788469,2,415415,2,65689,11,307365,2,730593,396202,63004,271388,250800,4,51807,198993,2866,5953,190174
0100000US,,United States,,311330,Confectionery manufacturing from purchased chocolate,,2006,26361,3,20471,1277158,1003073,274085,2,733665,40888,3571173,3,3231447,194018,20436,49659,2,125273,1170611,75614,2,,,7060437,1,10577965,2,10240571,337394,312588,,,280797,861680,4,449073,3,92546,30,320061,2,786319,413147,66913,306259,210384,8,41969,168416,2729,6918,158769
0100000US,,United States,,311330,Confectionery manufacturing from purchased chocolate,,2005,26375,4,20175,1279008,959369,319639,1,691846,41685,3387746,4,3090619,161070,24494,44655,2,111564,1102893,66908,1,,,6986817,1,10360578,2,10066339,294240,284267,9846,127,388137,788469,2,415415,2,65689,11,307365,2,730593,396202,63004,271388,250800,4,51807,198993,2866,5953,190174
0100000US,,United States,,31134,Nonchocolate confectionery manufacturing,,2006,17657,3,13593,956983,747441,209542,3,502370,28612,2325214,2,2143885,42485,54679,39234,3,84165,776581,44931,3,,0,3901816,2,6232201,2,6130926,101275,68167,,,,529031,3,237478,3,53403,2,238150,4,537851,235283,61263,241305,339259,18,25170,314089,6627,10383,297079
0100000US,,United States,,31134,Nonchocolate confectionery manufacturing,,2005,19750,3,15169,1033271,771500,261771,2,519522,31223,2461852,2,2215212,54399,106172,38179,2,86069,911576,47890,3,,0,4336260,1,6789431,1,6670867,118564,86174,,,90865,617839,2,265674,3,73019,2,279146,3,573393,259588,70918,242887,152921,4,21134,131788,1328,6239,124220
0100000US,,United States,,311340,Nonchocolate confectionery manufacturing,,2006,17657,3,13593,956983,747441,209542,3,502370,28612,2325214,2,2143885,42485,54679,39234,3,84165,776581,44931,3,,0,3901816,2,6232201,2,6130926,101275,68167,,,,529031,3,237478,3,53403,2,238150,4,537851,235283,61263,241305,339259,18,25170,314089,6627,10383,297079
0100000US,,United States,,311340,Nonchocolate confectionery manufacturing,,2005,19750,3,15169,1033271,771500,261771,2,519522,31223,2461852,2,2215212,54399,106172,38179,2,86069,911576,47890,3,,0,4336260,1,6789431,1,6670867,118564,86174,,,90865,617839,2,265674,3,73019,2,279146,3,573393,259588,70918,242887,152921,4,21134,131788,1328,6239,124220
0100000US,,United States,,3114,Fruit & vegetable preserving & specialty food mfg,,2006,160556,1,133143,7389574,5757086,1632488,1,4179235,277634,28395046,1,25936500,925991,232191,724265,2,1300364,9470525,576099,2,,,27731755,1,56160818,1,54802673,1358145,1097741,209177,51227,2014765,7627840,2,4831214,2,731997,12,2064629,2,7529777,4873228,690626,1965923,1990912,2,312057,1678855,22279,56963,1599613
0100000US,,United States,,3114,Fruit & vegetable preserving & specialty food mfg,,2005,166749,1,137559,7365005,5606824,1758181,1,4079873,287546,27583333,1,25297337,847127,178173,723948,2,1260696,9457107,536749,2,,,27135724,1,54862687,1,53708349,1154338,1007363,101242,45734,1428067,7716914,2,4972461,2,739531,12,2004921,2,7749492,5010766,802550,1936176,1811634,2,313762,1497872,27018,71463,1399391
0100000US,,United States,,31141,Frozen food manufacturing,,2006,84175,1,70107,3664222,2896782,767440,2,2114786,147977,12094155,3,11163949,247424,115668,252795,3,567114,5549939,314319,3,,0,12208115,1,24321425,2,23970486,350939,258117,75123,17699,650850,2384619,3,1569256,3,101709,7,713654,5,2440763,1597293,120531,722940,788392,3,155695,632697,10338,24212,598147
0100000US,,United States,,31141,Frozen food manufacturing,,2005,85850,2,71422,3529407,2725291,804116,1,2011565,150024,11928756,2,11080744,219851,89609,244037,3,538553,5520597,294516,3,,0,11769973,1,23710880,1,23445437,265443,242582,7422,15439,260675,2456323,3,1615237,3,116530,6,724555,5,2367145,1564378,128346,674421,792416,4,147154,645262,15063,31535,598664
0100000US,,United States,,31141M,Frozen food manufacturing,,2006,84175,1,70107,3664222,2896782,767440,2,2114786,147977,12094155,3,11163949,247424,115668,252795,3,567114,5549939,314319,3,,0,12208115,1,24321425,2,23970486,350939,258117,75123,17699,650850,2384619,3,1569256,3,101709,7,713654,5,2440763,1597293,120531,722940,788392,3,155695,632697,10338,24212,598147
0100000US,,United States,,31141M,Frozen food manufacturing,,2005,85850,2,71422,3529407,2725291,804116,1,2011565,150024,11928756,2,11080744,219851,89609,244037,3,538553,5520597,294516,3,,0,11769973,1,23710880,1,23445437,265443,242582,7422,15439,260675,2456323,3,1615237,3,116530,6,724555,5,2367145,1564378,128346,674421,792416,4,147154,645262,15063,31535,598664
0100000US,,United States,,31142,"Fruit and vegetable canning, pickling, and drying",,2006,76381,2,63036,3725350,2860303,865047,2,2064449,129656,16300891,1,14772552,678567,116523,471470,3,733249,3920586,261780,2,287911,,15523640,1,31839392,1,30832187,1007206,839624,134054,33528,1363915,5243221,3,3261958,3,630287,14,1350975,2,5089013,3275935,570095,1242983,1202520,2,156362,1046158,11940,32752,1001466
0100000US,,United States,,31142,"Fruit and vegetable canning, pickling, and drying",,2005,80899,2,66136,3835598,2881533,954065,1,2068308,137523,15654577,1,14216593,627276,88565,479911,3,722143,3936509,242233,2,317361,,15365750,1,31151807,1,30262912,888895,764781,93820,30295,1167392,5260591,2,3357224,2,623001,15,1280366,1,5382347,3446388,674204,1261755,1019217,2,166607,852610,11955,39928,800727
0100000US,,United States,,31142M,"Fruit and vegetable canning, pickling, and drying",,2006,76381,2,63036,3725350,2860303,865047,2,2064449,129656,16300891,1,14772552,678567,116523,471470,3,733249,3920586,261780,2,287911,,15523640,1,31839392,1,30832187,1007206,839624,134054,33528,1363915,5243221,3,3261958,3,630287,14,1350975,2,5089013,3275935,570095,1242983,1202520,2,156362,1046158,11940,32752,1001466
0100000US,,United States,,31142M,"Fruit and vegetable canning, pickling, and drying",,2005,80899,2,66136,3835598,2881533,954065,1,2068308,137523,15654577,1,14216593,627276,88565,479911,3,722143,3936509,242233,2,317361,,15365750,1,31151807,1,30262912,888895,764781,93820,30295,1167392,5260591,2,3357224,2,623001,15,1280366,1,5382347,3446388,674204,1261755,1019217,2,166607,852610,11955,39928,800727
0100000US,,United States,,3115,Dairy product mfg,,2006,121673,1,85774,6866958,5277076,1589882,1,3379691,179114,51205998,1,46052712,3847744,118623,565138,1,1186920,9457039,621782,1,16309,15066,24142949,1,75251632,1,70541393,4710239,4588000,79494,42744,2030172,4024876,1,2518024,1,214690,1,1292162,1,3940159,2509161,203082,1227916,1652636,4,292744,1359892,45994,46854,1267044
0100000US,,United States,,3115,Dairy product mfg,,2005,128126,1,89192,7011451,5333565,1677886,1,3337919,184499,51778110,1,46822287,3782762,116634,480835,1,1056426,9524320,575591,1,10640,5359,25387074,1,76941026,1,72419491,4521535,4425115,71619,24800,2644611,3939678,1,2533303,1,205909,1,1200466,1,3719849,2384373,207526,1127950,1781323,2,489210,1292113,38124,48866,1205123
0100000US,,United States,,31151,Dairy product (except frozen) manufacturing,,2006,103375,1,71174,5936313,4540698,1395615,1,2842850,150961,46976457,1,42393231,3416088,111357,540649,1,1055781,7747515,515133,1,16309,15066,19606361,1,66441602,1,62255541,4186060,4108774,34578,42708,1912946,3558716,1,2206370,1,200971,1,1151375,1,3435410,2162190,187675,1085545,1500239,4,282352,1217887,39324,40669,1137894
0100000US,,United States,,31151,Dairy product (except frozen) manufacturing,,2005,108949,1,74099,6062573,4591226,1471347,1,2806471,155312,47612288,1,43300511,3262718,112461,460252,1,936598,7714507,476346,1,10640,5359,20456089,1,67927660,1,64029195,3898465,3853584,20118,24763,2553118,3445548,1,2188895,1,191487,2,1065166,1,3330554,2127150,196255,1007149,1414733,2,345808,1068925,30146,42254,996525
0100000US,,United States,,311513,Cheese manufacturing,,2006,35084,1,29594,1839853,1404589,435264,1,1078713,61630,20547501,1,19126911,1001641,44394,209962,2,374556,2662955,164594,1,,0,5125486,1,25646640,1,24500324,1146316,1114346,7357,24614,871817,1791021,1,1164418,2,127298,1,499304,1,1779027,1168194,117860,492974,692398,8,130771,561628,7089,13606,540933
0100000US,,United States,,311513,Cheese manufacturing,,2005,37647,1,31430,1919115,1436860,482255,2,1092468,64794,21359728,1,20030750,940246,37894,189227,2,350837,2686924,161610,1,,0,5815096,1,27116279,1,26047048,1069231,1057007,5867,6358,1264909,1836249,1,1219090,2,118464,2,498694,1,1803700,1172465,127230,504006,535947,3,138897,397050,8092,16209,372749
0100000US,,United States,,311514,"Dry, condensed, and evaporated dairy product manufacturing",,2006,13195,1,9285,930777,711742,219035,1,454152,20526,5424239,1,4855019,312989,25163,150234,3,231068,1363225,80833,1,0,0,4531652,1,9931652,1,9457157,474495,463087,,4767,250181,787179,1,478599,1,33980,2,274600,2,723828,447716,34700,241412,136513,3,12401,124112,2823,5380,115909
0100000US,,United States,,311514,"Dry, condensed, and evaporated dairy product manufacturing",,2005,12634,1,8872,853273,635092,218181,1,396223,19224,5344877,1,4849315,283503,31745,110903,4,180313,1203093,69410,1,0,0,4281541,1,9594481,1,9195700,398781,396861,128,1792,210218,722649,1,454857,1,35889,3,231903,2,668425,419398,33487,215539,182192,4,42071,140121,1696,4724,133701
0100000US,,United States,,31151N,Fluid milk and butter manufacturing,,2006,55095,1,32294,3165682,2424367,741315,1,1309985,68804,21004717,1,18411301,2101458,41800,180452,3,450158,3721335,269705,2,,15066,9949223,2,30863310,1,28298061,2565249,2531342,20579,13328,790948,980516,1,563352,2,39694,5,377470,2,932555,546281,35116,351159,671327,5,139180,532147,29412,21684,481052
0100000US,,United States,,31151N,Fluid milk and butter manufacturing,,2005,58668,1,33798,3290185,2519274,770911,1,1317780,71295,20907684,1,18420445,2038968,42822,160123,2,405448,3824490,245326,2,,5359,10359453,1,31216899,1,28786446,2430453,2399716,14124,16613,1077992,886650,1,514948,2,37134,5,334569,2,858429,535287,35538,287604,696594,4,164840,531753,20357,21322,490074
0100000US,,United States,,31152,Ice cream and frozen dessert manufacturing,,2006,18298,2,14600,930646,736379,194267,2,536841,28154,4229541,1,3659481,431656,7265,24489,3,131139,1709524,106649,2,0,0,4536589,1,8810030,1,8285852,524178,479226,44916,36,117226,466160,2,311655,2,13719,7,140787,3,504749,346971,15407,142371,152397,3,10393,142005,6670,6185,129150
0100000US,,United States,,31152,Ice cream and frozen dessert manufacturing,,2005,19177,2,15092,948878,742339,206539,2,531448,29187,4165822,2,3521777,520044,4173,20583,3,119828,1809813,99245,1,0,0,4930985,2,9013366,2,8390296,623070,571531,51501,38,91493,494130,2,344408,3,14422,1,135300,3,389295,257223,11271,120801,366590,4,143402,223188,7978,6612,208599
0100000US,,United States,,311520,Ice cream and frozen dessert manufacturing,,2006,18298,2,14600,930646,736379,194267,2,536841,28154,4229541,1,3659481,431656,7265,24489,3,131139,1709524,106649,2,0,0,4536589,1,8810030,1,8285852,524178,479226,44916,36,117226,466160,2,311655,2,13719,7,140787,3,504749,346971,15407,142371,152397,3,10393,142005,6670,6185,129150
0100000US,,United States,,311520,Ice cream and frozen dessert manufacturing,,2005,19177,2,15092,948878,742339,206539,2,531448,29187,4165822,2,3521777,520044,4173,20583,3,119828,1809813,99245,1,0,0,4930985,2,9013366,2,8390296,623070,571531,51501,38,91493,494130,2,344408,3,14422,1,135300,3,389295,257223,11271,120801,366590,4,143402,223188,7978,6612,208599
0100000US,,United States,,3116,Animal  slaughtering & processing,,2006,488471,1,421893,16849929,13562560,3287369,1,10635377,870347,96862515,1,91115755,3433730,258100,958395,3,2054930,19588344,1096535,1,2861,0,52793268,1,149576741,1,145581679,3995063,3713302,155194,126567,22773004,5258161,2,3096014,2,689655,5,1472492,2,5063296,3011593,643520,1408183,2413691,2,401741,2011951,62098,95914,1853939
0100000US,,United States,,3116,Animal  slaughtering & processing,,2005,492725,1,423861,16496462,13403584,3092878,1,10394901,894041,96378863,1,90766181,3449467,278010,889741,3,1885206,20139549,995465,1,4688,0,53877927,1,149819532,1,145833200,3986333,3699480,148196,138657,18807317,5131435,2,3063566,2,641998,5,1425871,2,4484435,2639915,576877,1267643,2376073,5,576143,1799930,52099,57181,1690650
0100000US,,United States,,31161,Animal slaughtering and processing,,2006,488471,1,421893,16849929,13562560,3287369,1,10635377,870347,96862515,1,91115755,3433730,258100,958395,3,2054930,19588344,1096535,1,2861,0,52793268,1,149576741,1,145581679,3995063,3713302,155194,126567,22773004,5258161,2,3096014,2,689655,5,1472492,2,5063296,3011593,643520,1408183,2413691,2,401741,2011951,62098,95914,1853939
0100000US,,United States,,31161,Animal slaughtering and processing,,2005,492725,1,423861,16496462,13403584,3092878,1,10394901,894041,96378863,1,90766181,3449467,278010,889741,3,1885206,20139549,995465,1,4688,0,53877927,1,149819532,1,145833200,3986333,3699480,148196,138657,18807317,5131435,2,3063566,2,641998,5,1425871,2,4484435,2639915,576877,1267643,2376073,5,576143,1799930,52099,57181,1690650
0100000US,,United States,,311615,Poultry processing,,2006,227504,1,203093,6770932,5538230,1232702,1,4561860,412522,20329632,1,18633835,884403,109186,265669,10,702208,7722152,436539,2,0,0,25825496,1,46163487,1,45134293,1029194,946240,59018,23936,7634744,1638146,2,1104268,2,151913,9,381965,3,1624207,1110521,134596,379089,807733,2,154564,653169,19670,28354,605145
0100000US,,United States,,311615,Poultry processing,,2005,232965,1,205678,6653206,5467951,1185255,1,4428127,428927,20751043,1,19199857,795455,122274,229607,12,633456,8510117,403849,1,0,0,27453595,1,47876583,1,46984071,892512,806376,58871,27265,4679907,1655213,3,1132265,2,135604,10,387344,3,1304182,805869,114521,383792,874076,2,175868,698207,17070,14192,666945
0100000US,,United States,,31161N,Animal (except poultry) slaughtering and processing,,2006,260967,1,218800,10078997,8024330,2054667,1,6073517,457825,76532883,1,72481920,2549327,148915,692726,2,1352722,11866192,659996,1,2861,0,26967773,1,103413254,1,100447386,2965868,2767062,96176,102630,15138260,3620015,2,1991746,2,537742,5,1090527,2,3439090,1901072,508924,1029094,1605958,3,247177,1358782,42429,67559,1248794
0100000US,,United States,,31161N,Animal (except poultry) slaughtering and processing,,2005,259760,1,218182,9843256,7935633,1907623,1,5966774,465115,75627821,1,71566324,2654012,155736,660134,2,1251749,11629432,591615,1,4688,0,26424332,1,101942949,1,98849129,3093821,2893104,89325,111392,14127410,3476222,2,1931301,2,506394,5,1038527,2,3180253,1834046,462356,883851,1501997,8,400275,1101723,35029,42988,1023705
0100000US,,United States,,3117,Seafood product preparation & packaging,,2006,36597,2,30200,1446903,1165402,281501,3,787828,60007,6525838,3,5746294,497632,35806,134485,6,246106,1619780,111621,6,84702,,4320676,3,10841959,2,10119711,722248,565382,139128,17738,98876,1334644,3,946004,4,52457,7,336183,2,1247234,897698,48316,301220,264185,4,72873,191312,7894,8136,175282
0100000US,,United States,,3117,Seafood product preparation & packaging,,2005,38976,1,32387,1385145,1170819,214326,3,804287,62954,6195151,3,5444361,483339,45795,115170,4,221656,1895300,106486,6,52909,,3936951,2,10138025,2,9388481,749544,621308,116948,11289,74236,1258641,4,915058,5,48405,7,295178,3,1181934,860020,54744,267170,160531,4,22702,137829,8488,5671,123670
0100000US,,United States,,31171,Seafood product preparation and packaging,,2006,36597,2,30200,1446903,1165402,281501,3,787828,60007,6525838,3,5746294,497632,35806,134485,6,246106,1619780,111621,6,84702,,4320676,3,10841959,2,10119711,722248,565382,139128,17738,98876,1334644,3,946004,4,52457,7,336183,2,1247234,897698,48316,301220,264185,4,72873,191312,7894,8136,175282
0100000US,,United States,,31171,Seafood product preparation and packaging,,2005,38976,1,32387,1385145,1170819,214326,3,804287,62954,6195151,3,5444361,483339,45795,115170,4,221656,1895300,106486,6,52909,,3936951,2,10138025,2,9388481,749544,621308,116948,11289,74236,1258641,4,915058,5,48405,7,295178,3,1181934,860020,54744,267170,160531,4,22702,137829,8488,5671,123670
0100000US,,United States,,31171M,Seafood product preparation and packaging,,2006,36597,2,30200,1446903,1165402,281501,3,787828,60007,6525838,3,5746294,497632,35806,134485,6,246106,1619780,111621,6,84702,,4320676,3,10841959,2,10119711,722248,565382,139128,17738,98876,1334644,3,946004,4,52457,7,336183,2,1247234,897698,48316,301220,264185,4,72873,191312,7894,8136,175282
0100000US,,United States,,31171M,Seafood product preparation and packaging,,2005,38976,1,32387,1385145,1170819,214326,3,804287,62954,6195151,3,5444361,483339,45795,115170,4,221656,1895300,106486,6,52909,,3936951,2,10138025,2,9388481,749544,621308,116948,11289,74236,1258641,4,915058,5,48405,7,295178,3,1181934,860020,54744,267170,160531,4,22702,137829,8488,5671,123670
0100000US,,United States,,3118,Bakeries & tortilla mfg,,2006,273603,2,173506,11881705,9153335,2728370,3,5058085,315076,19814852,2,16322507,2499926,81376,412782,1,911042,7487252,498260,2,,4309,34417050,1,54244718,1,49854290,4390427,3749675,203407,437345,861136,2153727,2,875533,2,127780,5,1150413,2,2169554,885729,139912,1143913,1321351,2,131630,1189721,53056,46790,1089874
0100000US,,United States,,3118,Bakeries & tortilla mfg,,2005,275295,1,173642,11597281,8785637,2811644,1,4958233,318524,18799564,1,15190793,2690596,91704,372047,1,826472,7633595,454424,1,,1886,34997784,1,53662828,1,49084896,4577932,3890651,243474,443807,743155,2225379,1,904158,2,144861,4,1176361,2,2054207,841482,82528,1130197,1463598,2,160859,1302738,59812,49396,1193531
0100000US,,United States,,31181,Bread and bakery product manufacturing,,2006,216483,2,127444,9089905,6999764,2090141,4,3531705,224135,12154258,2,9467146,2000345,66876,282497,2,619891,5084349,337394,2,,4309,22628050,1,34778931,1,31373716,3405216,2800970,201808,402437,433448,1191339,4,411685,4,91114,6,688540,4,1222233,405796,113047,703390,772934,4,83879,689055,38679,26646,623730
0100000US,,United States,,31181,Bread and bakery product manufacturing,,2005,217792,2,126923,8836501,6727335,2109166,1,3469657,227077,11437371,2,8754256,2042271,77452,255181,2,563392,5172004,308211,2,,1886,22971672,1,34280452,1,30935883,3344568,2693928,241184,409457,339223,1278467,2,420236,3,118375,5,739856,3,1134924,364508,64933,705483,944613,3,97586,847027,45964,33296,767767
0100000US,,United States,,31181M,Bread and bakery product manufacturing,,2006,216483,2,127444,9089905,6999764,2090141,4,3531705,224135,12154258,2,9467146,2000345,66876,282497,2,619891,5084349,337394,2,,4309,22628050,1,34778931,1,31373716,3405216,2800970,201808,402437,433448,1191339,4,411685,4,91114,6,688540,4,1222233,405796,113047,703390,772934,4,83879,689055,38679,26646,623730
0100000US,,United States,,31181M,Bread and bakery product manufacturing,,2005,217792,2,126923,8836501,6727335,2109166,1,3469657,227077,11437371,2,8754256,2042271,77452,255181,2,563392,5172004,308211,2,,1886,22971672,1,34280452,1,30935883,3344568,2693928,241184,409457,339223,1278467,2,420236,3,118375,5,739856,3,1134924,364508,64933,705483,944613,3,97586,847027,45964,33296,767767
0100000US,,United States,,31182,"Cookie, cracker, and pasta manufacturing",,2006,43952,3,35852,2351193,1799852,551341,2,1280548,73104,6785415,2,6112494,423318,14425,101040,2,235177,2079121,134138,4,0,0,10438085,1,17248826,1,16381439,867387,843022,1599,22766,424512,887564,1,434889,1,31270,5,421405,2,885161,454692,25439,405030,462509,2,35923,426587,13604,18284,394699
0100000US,,United States,,31182,"Cookie, cracker, and pasta manufacturing",,2005,44540,2,36365,2346932,1722344,624588,1,1247008,73160,6547865,1,5743730,574045,15690,91146,1,214401,2148398,123255,2,0,0,10743749,1,17287363,1,16175266,1112097,1087416,2290,22391,400341,884366,1,458604,1,24901,4,400862,2,857310,451734,16165,389411,484626,2,59887,424739,11225,14716,398798
0100000US,,United States,,31182M,"Cookie, cracker, and pasta manufacturing",,2006,43952,3,35852,2351193,1799852,551341,2,1280548,73104,6785415,2,6112494,423318,14425,101040,2,235177,2079121,134138,4,0,0,10438085,1,17248826,1,16381439,867387,843022,1599,22766,424512,887564,1,434889,1,31270,5,421405,2,885161,454692,25439,405030,462509,2,35923,426587,13604,18284,394699
0100000US,,United States,,31182M,"Cookie, cracker, and pasta manufacturing",,2005,44540,2,36365,2346932,1722344,624588,1,1247008,73160,6547865,1,5743730,574045,15690,91146,1,214401,2148398,123255,2,0,0,10743749,1,17287363,1,16175266,1112097,1087416,2290,22391,400341,884366,1,458604,1,24901,4,400862,2,857310,451734,16165,389411,484626,2,59887,424739,11225,14716,398798
0100000US,,United States,,31183,Tortilla manufacturing,,2006,13168,4,10210,440607,353719,86888,5,245832,17837,875178,4,742867,76263,,29246,7,55974,323782,26728,6,0,0,1350915,3,2216960,3,2099135,117825,105682,0,12143,3176,74824,8,28960,20,5396,61,40468,8,62160,25240,1427,35493,85908,15,11828,74079,773,1860,71446
0100000US,,United States,,31183,Tortilla manufacturing,,2005,12963,4,10354,413848,335958,77890,5,241568,18287,814329,4,692807,74281,,25720,7,48679,313193,22958,5,0,0,1282363,2,2095013,3,1973747,121267,109307,0,11960,3591,62547,9,25318,21,1585,9,35643,10,61973,25239,1430,35303,34358,15,3386,30973,2623,1384,26966
0100000US,,United States,,311830,Tortilla manufacturing,,2006,13168,4,10210,440607,353719,86888,5,245832,17837,875178,4,742867,76263,,29246,7,55974,323782,26728,6,0,0,1350915,3,2216960,3,2099135,117825,105682,0,12143,3176,74824,8,28960,20,5396,61,40468,8,62160,25240,1427,35493,85908,15,11828,74079,773,1860,71446
0100000US,,United States,,311830,Tortilla manufacturing,,2005,12963,4,10354,413848,335958,77890,5,241568,18287,814329,4,692807,74281,,25720,7,48679,313193,22958,5,0,0,1282363,2,2095013,3,1973747,121267,109307,0,11960,3591,62547,9,25318,21,1585,9,35643,10,61973,25239,1430,35303,34358,15,3386,30973,2623,1384,26966
0100000US,,United States,,3119,Other food mfg,,2006,174390,1,125612,8412770,6704295,1708475,1,3892718,243402,31876193,1,28692219,2028043,229579,436028,2,926351,7576830,490323,1,17978,22537,39808447,1,71672310,1,68135878,3536432,3192911,308949,,1491288,4977298,1,2399215,2,512503,3,2065580,2,4768530,2306010,477414,1985105,1847211,4,386908,1460303,40598,70088,1349617
0100000US,,United States,,3119,Other food mfg,,2005,173994,1,122035,8099780,6388839,1710941,1,3723111,237221,29089185,1,26244919,1797657,222413,422723,2,824195,6792629,401473,1,21951,25807,38665926,1,67729273,1,64715037,3014236,2803784,170498,39954,1348042,4735522,2,2237542,2,481212,3,2016767,2,4565425,2205735,453454,1906235,1781878,3,330746,1451133,47901,69148,1334084
0100000US,,United States,,31191,Snack food manufacturing,,2006,44513,2,31566,1957187,1487014,470173,3,805048,52499,8748305,3,7654089,734469,66366,189065,2,293381,1652327,104316,2,,,13960657,2,22779175,2,21037556,1741619,1566734,,,182452,1185826,4,636400,6,146553,10,402873,2,1244648,678870,163847,401931,478427,5,66873,411554,6602,12755,392197
0100000US,,United States,,31191,Snack food manufacturing,,2005,47046,1,31869,2010744,1492875,517869,2,807467,52143,7830011,2,6874474,605596,59346,198189,1,290595,1685166,92407,1,,,13506005,2,21330616,2,20025098,1305517,1278507,5875,21136,218364,1193802,5,629915,8,161382,9,402505,2,1156428,626363,149084,380981,492351,10,105152,387199,8057,13207,365934
0100000US,,United States,,31191M,Snack food manufacturing,,2006,44513,2,31566,1957187,1487014,470173,3,805048,52499,8748305,3,7654089,734469,66366,189065,2,293381,1652327,104316,2,,,13960657,2,22779175,2,21037556,1741619,1566734,,,182452,1185826,4,636400,6,146553,10,402873,2,1244648,678870,163847,401931,478427,5,66873,411554,6602,12755,392197
