GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,EMP,EMP_S,PAYANN,PAYANN_S,EMPAVPW,EMPAVPW_S,HOURS,HOURS_S,PAYANPW,PAYANPW_S,CSTMTOT,CSTMTOT_S,RCPTOT,RCPTOT_S,VALADD,VALADD_S,CEXTOT,CEXTOT_S
0400000US06,06,California,,31-33,Manufacturing,,2013,1132718,0.2,69670858,0.1,721548,0.2,1446804,0.2,32378444,0.2,270764732,0.1,512431363,0.1,241785428,0.2,15503218,1.4
0400000US06,06,California,,31-33,Manufacturing,,2012,1163341,,69316766,,733044,,1438276,,31523940,,276398836,,512303164,,236764751,,12939285,
0400000US08,08,Colorado,,31-33,Manufacturing,,2014,116642,1.1,6814895,1.2,77536,1.3,157134,1.4,3504223,1.1,30136145,0.7,54856071,0.7,24928392,0.9,1478629,3.3
0400000US08,08,Colorado,,31-33,Manufacturing,,2013,111160,0.7,6325583,0.5,73630,1.0,146919,1.1,3248056,0.7,28338896,0.4,52020427,0.4,23674496,0.6,1196720,2.3
0400000US08,08,Colorado,,31-33,Manufacturing,,2012,114632,,6230104,,75857,,151078,,3251877,,27317986,,50447098,,23418145,,1383231,
0400000US09,09,Connecticut,,31-33,Manufacturing,,2014,157363,0.6,10586486,0.5,93971,0.7,191136,0.7,4719529,0.6,24313674,1.3,59076189,0.7,33090408,0.6,1509357,2.0
0400000US09,09,Connecticut,,31-33,Manufacturing,,2013,162705,0.3,10769444,0.3,96987,0.5,196459,0.5,4811697,0.4,24786059,0.6,57783694,0.3,33765812,0.4,1281351,3.7
0400000US09,09,Connecticut,,31-33,Manufacturing,,2012,163847,,10546181,,97940,,195245,,4667393,,23381627,,55160095,,32421463,,1317920,
0400000US10,10,Delaware,,31-33,Manufacturing,,2014,25629,0.8,1449094,0.6,17685,1.0,36569,0.7,792698,0.7,15661200,0.1,21641123,0.1,6288081,0.4,292333,1.6
0400000US10,10,Delaware,,31-33,Manufacturing,,2013,26409,0.3,1434731,0.3,18193,0.5,36161,0.5,781111,0.4,16469554,0.1,22240177,0.1,5917415,0.1,407914,1.0
0400000US10,10,Delaware,,31-33,Manufacturing,,2012,26355,,1393179,,18526,,36823,,772381,,16661160,,22597384,,6070476,,313742,
0400000US11,11,District of Columbia,,31-33,Manufacturing,,2014,1275,1.0,56900,0.3,824,1.0,1659,0.0,32277,0.4,132148,0.3,314602,0.3,182823,0.4,5977,2.6
0400000US11,11,District of Columbia,,31-33,Manufacturing,,2013,1434,0.1,60093,0.1,919,0.4,1791,0.0,33845,0.4,135218,0.1,316173,0.4,181598,0.8,3551,0.2
0400000US11,11,District of Columbia,,31-33,Manufacturing,,2012,1361,,61494,,862,,1485,,33244,,121714,,309832,,191066,,5176,
0400000US12,12,Florida,,31-33,Manufacturing,,2014,264177,0.8,14368066,0.7,176416,0.8,355325,0.8,7502461,0.6,51385198,0.5,101686928,0.5,50297122,0.7,3283254,2.7
0400000US12,12,Florida,,31-33,Manufacturing,,2013,270318,0.6,14248126,1.1,180260,0.8,358368,0.7,7371825,0.9,50372586,0.4,100362342,1.3,50613373,2.5,2946861,2.8
0400000US12,12,Florida,,31-33,Manufacturing,,2012,277089,,14269957,,181974,,355724,,7230179,,49290192,,96924106,,47925994,,2667857,
0400000US13,13,Georgia,,31-33,Manufacturing,,2014,334051,0.4,16539130,0.4,253275,0.5,523463,0.5,10425675,0.5,98626785,0.4,165107684,0.3,67175969,0.5,4698456,2.7
0400000US13,13,Georgia,,31-33,Manufacturing,,2013,334243,0.3,16047068,0.2,253060,0.3,516646,0.3,9930012,0.3,97054395,0.3,160750657,0.2,64123340,0.4,5460587,1.4
0400000US13,13,Georgia,,31-33,Manufacturing,,2012,333837,,15316595,,252608,,507499,,9666464,,94129979,,155836792,,62479211,,5264316,
0400000US15,15,Hawaii,,31-33,Manufacturing,,2014,11648,4.6,533841,4.5,7622,4.4,13873,4.0,309623,4.2,5029738,1.4,6295696,1.6,1014207,5.9,115628,8.7
0400000US15,15,Hawaii,,31-33,Manufacturing,,2013,10898,1.7,471445,0.3,6913,2.9,13419,0.9,267997,0.4,5282552,0.2,6435554,0.2,1138153,1.0,103703,3.3
0400000US15,15,Hawaii,,31-33,Manufacturing,,2012,11440,,465024,,7396,,13640,,257974,,6740826,,,,1101021,,108404,
0400000US16,16,Idaho,,31-33,Manufacturing,,2014,51054,0.8,2888834,0.7,38681,0.8,77756,0.9,1767097,0.7,12518322,0.7,21116031,0.5,8612867,0.9,865879,2.5
0400000US16,16,Idaho,,31-33,Manufacturing,,2013,52819,0.3,2787500,0.3,39447,0.4,78717,0.4,1665928,0.4,12324353,0.6,21034665,0.6,8844663,1.0,906084,1.8
0400000US16,16,Idaho,,31-33,Manufacturing,,2012,52084,,2445472,,39062,,75944,,1556139,,10918977,,20201432,,9150338,,1676006,
0400000US17,17,Illinois,,31-33,Manufacturing,,2014,537052,0.3,30992070,0.3,375748,0.4,771031,0.4,16907482,0.4,171688201,0.2,283277211,0.2,112051216,0.4,6758587,1.2
0400000US17,17,Illinois,,31-33,Manufacturing,,2013,544111,0.2,29924313,0.2,380883,0.2,776211,0.2,16546784,0.2,173411625,0.3,283768708,0.2,110695234,0.3,6895920,1.2
0400000US17,17,Illinois,,31-33,Manufacturing,,2012,542004,,28413716,,384086,,781782,,16264903,,168086458,,281037755,,113272425,,6869636,
0400000US18,18,Indiana,,31-33,Manufacturing,,2014,465029,0.5,25109291,0.4,349425,0.3,723882,0.3,16127452,0.3,155607540,0.2,262998102,0.2,108572839,0.3,6979271,0.7
0400000US18,18,Indiana,,31-33,Manufacturing,,2013,456751,0.2,23918183,0.2,344461,0.3,709220,0.3,15434934,0.2,145562723,0.1,246933443,0.1,100879474,0.3,13263979,0.4
0400000US18,18,Indiana,,31-33,Manufacturing,,2012,452513,,23041338,,340710,,690001,,14999216,,146236798,,242763842,,96713307,,7284532,
0400000US19,19,Iowa,,31-33,Manufacturing,,2014,207073,1.0,10617131,0.6,151073,1.2,303811,0.9,6419583,0.7,76679053,0.3,123225782,0.4,46533640,0.8,4198259,6.8
0400000US19,19,Iowa,,31-33,Manufacturing,,2013,203330,0.4,10192258,0.2,147535,0.4,300153,0.4,6164305,0.3,78484650,0.2,121505909,0.2,43181672,0.3,3729674,0.9
0400000US19,19,Iowa,,31-33,Manufacturing,,2012,203722,,10021180,,148849,,301599,,6103124,,71373956,,116668830,,45504330,,2749618,
0400000US20,20,Kansas,,31-33,Manufacturing,,2014,161632,0.5,8771400,0.4,117143,0.5,237579,0.7,5506789,0.4,63279074,0.4,95472202,0.4,32572472,0.7,3976935,1.0
0400000US20,20,Kansas,,31-33,Manufacturing,,2013,159149,0.4,8343842,0.3,114027,0.4,230387,0.5,5202788,0.3,59789046,1.1,89183180,0.7,28680169,0.7,3122353,0.8
0400000US20,20,Kansas,,31-33,Manufacturing,,2012,152423,,7578276,,107264,,217787,,4575350,,53875087,,86076260,,32070177,,1872132,
0400000US21,21,Kentucky,,31-33,Manufacturing,,2014,219526,0.4,11222609,0.5,171092,0.4,350734,0.4,7812606,0.4,91923902,0.3,137215245,0.8,45705147,1.8,3982380,3.1
0400000US21,21,Kentucky,,31-33,Manufacturing,,2013,216204,0.5,10696015,0.3,167848,0.5,341565,0.6,7420806,0.3,90413674,0.2,134319908,0.2,44106534,0.5,3314281,1.2
0400000US21,21,Kentucky,,31-33,Manufacturing,,2012,213545,,10140093,,165122,,331213,,7008082,,86671864,,129284438,,43031007,,4129081,
0400000US22,22,Louisiana,,31-33,Manufacturing,,2014,126731,2.5,8330232,2.2,90770,1.1,192812,1.0,5202930,0.8,190985020,0.2,242378682,0.2,49666142,0.5,5907800,0.5
0400000US22,22,Louisiana,,31-33,Manufacturing,,2013,129817,0.5,8296139,0.3,92726,0.6,194368,0.6,5110083,0.3,203519743,0.1,257628447,0.1,54306804,0.2,5390752,0.9
0400000US22,22,Louisiana,,31-33,Manufacturing,,2012,136327,,8489308,,97426,,200755,,5227922,,201806589,,271191050,,69159558,,5248567,
0400000US23,23,Maine,,31-33,Manufacturing,,2014,46741,0.8,2477958,0.6,34669,0.8,70975,0.9,1636296,0.6,8314937,0.4,16415330,0.4,8170005,0.6,448686,2.7
0400000US23,23,Maine,,31-33,Manufacturing,,2013,47846,0.5,2464806,0.4,35595,0.5,70986,0.6,1632072,0.4,8664423,0.4,16587638,0.4,7935909,0.6,404339,1.5
0400000US23,23,Maine,,31-33,Manufacturing,,2012,49238,,2424327,,36363,,71828,,1583311,,8151556,,16044543,,7877218,,449716,
0400000US24,24,Maryland,,31-33,Manufacturing,,2014,92412,0.8,5832483,0.5,56573,1.1,113802,1.1,2597980,0.9,18305792,0.9,40170753,0.6,21804071,1.3,1279221,2.9
0400000US24,24,Maryland,,31-33,Manufacturing,,2013,98216,0.6,5963419,0.4,60093,0.8,121598,1.0,2712621,0.7,18696246,0.3,40731522,0.2,22203543,0.4,1122616,1.6
0400000US24,24,Maryland,,31-33,Manufacturing,,2012,100079,,5908935,,61479,,122214,,2656247,,17961328,,39532989,,21596437,,1281092,
0400000US25,25,Massachusetts,,31-33,Manufacturing,,2014,224042,0.7,14965159,0.8,134683,0.8,274101,0.7,6658413,0.9,39357171,1.1,84536883,0.6,45743862,0.7,2430856,2.4
0400000US25,25,Massachusetts,,31-33,Manufacturing,,2013,231378,0.4,14823622,0.5,138217,0.4,277418,0.4,6517231,0.4,37192994,0.4,83125748,0.3,46116647,0.4,2341628,2.9
0400000US25,25,Massachusetts,,31-33,Manufacturing,,2012,234168,,14395301,,141431,,277670,,6429196,,35693944,,81927799,,46716508,,2326722,
0400000US26,26,Michigan,,31-33,Manufacturing,,2014,523231,0.4,29441905,0.3,381548,0.4,794319,0.4,18382705,0.3,156165657,0.2,253889772,0.2,98692107,0.3,9148406,1.5
0400000US26,26,Michigan,,31-33,Manufacturing,,2013,525209,0.3,28860090,0.2,381891,0.3,792797,0.3,18042478,0.3,152890726,0.2,249454087,0.2,97503001,0.7,9454292,1.6
0400000US26,26,Michigan,,31-33,Manufacturing,,2012,514058,,27611367,,372331,,763788,,17112868,,147233371,,238892383,,92184842,,8832360,
0400000US27,27,Minnesota,,31-33,Manufacturing,,2014,288583,0.5,16119212,0.4,193412,0.5,393426,0.5,8557299,0.4,71647039,0.3,127118828,0.2,55604359,0.4,3747790,1.8
0400000US27,27,Minnesota,,31-33,Manufacturing,,2013,296733,0.3,16277206,0.2,193585,0.3,388350,0.3,8244534,0.3,72068267,0.2,126904534,0.2,54939695,0.3,3280547,2.4
0400000US27,27,Minnesota,,31-33,Manufacturing,,2012,297884,,15822617,,197112,,389205,,8108836,,69567084,,123076309,,53677458,,3219894,
0400000US28,28,Mississippi,,31-33,Manufacturing,,2014,130649,0.6,6050315,0.4,102676,0.9,209774,0.7,4115562,0.6,43251121,0.2,65461561,0.2,22444422,0.5,1499025,1.4
0400000US28,28,Mississippi,,31-33,Manufacturing,,2013,132691,0.2,5954985,0.2,103108,0.4,208995,0.4,3984405,0.3,44206748,0.2,66388780,0.2,22078969,0.3,1510833,1.3
0400000US28,28,Mississippi,,31-33,Manufacturing,,2012,132789,,5919147,,103221,,204970,,3917814,,43379883,,66441608,,23225487,,2130359,
0400000US29,29,Missouri,,31-33,Manufacturing,,2014,242214,0.6,12982214,0.4,181056,0.7,360540,0.7,8315973,0.5,65700915,0.5,116644924,0.5,51610261,0.8,3315390,2.7
0400000US29,29,Missouri,,31-33,Manufacturing,,2013,237997,0.4,12219891,0.3,175714,0.5,348115,0.4,7686200,0.3,63304889,0.3,112037345,0.3,48218037,0.7,3302923,1.8
0400000US29,29,Missouri,,31-33,Manufacturing,,2012,243208,,11920848,,178657,,346449,,7519687,,62224644,,111535362,,49224000,,3049674,
0400000US30,30,Montana,,31-33,Manufacturing,,2014,15531,0.8,794296,0.9,10646,0.8,21362,0.8,482882,0.9,8190408,0.2,11281878,0.3,2971423,1.0,245930,3.6
0400000US30,30,Montana,,31-33,Manufacturing,,2013,16174,1.6,792016,0.8,11013,2.2,21636,1.8,480532,1.1,9107176,0.5,12405116,0.6,3270506,1.2,518665,3.3
0400000US30,30,Montana,,31-33,Manufacturing,,2012,15729,,714533,,10956,,20767,,432527,,8418794,,11535236,,2933381,,200457,
0400000US31,31,Nebraska,,31-33,Manufacturing,,2014,92109,0.6,4259675,0.5,70930,0.6,145358,0.7,2867556,0.6,40259203,0.4,60588608,0.2,20402310,0.7,1189619,1.6
0400000US31,31,Nebraska,,31-33,Manufacturing,,2013,91257,0.4,4113055,0.3,70184,0.5,143289,0.4,2770384,0.4,38540669,0.4,58456564,0.4,20037529,1.2,1018072,2.6
0400000US31,31,Nebraska,,31-33,Manufacturing,,2012,92409,,4002759,,71049,,148678,,2728798,,37417590,,57499177,,20347588,,1032163,
0400000US32,32,Nevada,,31-33,Manufacturing,,2014,39086,0.9,2112494,0.8,26674,1.2,53672,1.4,1149128,1.0,7734295,1.0,16498867,0.5,8776834,0.7,401838,3.3
0400000US32,32,Nevada,,31-33,Manufacturing,,2013,39237,0.8,2120240,1.0,26055,1.3,52899,1.1,1156619,1.3,7715841,0.6,16365222,1.3,8670381,2.0,488704,3.6
0400000US32,32,Nevada,,31-33,Manufacturing,,2012,38123,,1979315,,25824,,51510,,1084601,,7075553,,14719141,,7748803,,648628,
0400000US33,33,New Hampshire,,31-33,Manufacturing,,2014,65071,0.8,4019838,0.6,39635,1.0,80532,1.0,1775821,0.8,9114968,0.6,19632914,0.4,10193963,0.6,542749,1.5
0400000US33,33,New Hampshire,,31-33,Manufacturing,,2013,65680,0.4,3948358,0.5,40150,0.6,80697,0.6,1745894,0.7,8883439,0.4,19340037,0.5,10814846,0.6,686729,3.2
0400000US33,33,New Hampshire,,31-33,Manufacturing,,2012,66636,,3923815,,40435,,80627,,1704450,,8818271,,18895624,,10264788,,734521,
0400000US34,34,New Jersey,,31-33,Manufacturing,,2014,216583,0.6,13790034,0.6,140450,0.7,284183,0.7,6565115,0.7,51250152,1.1,101147938,0.8,50096347,1.8,2301868,2.0
0400000US34,34,New Jersey,,31-33,Manufacturing,,2013,222715,0.3,13733285,0.3,143128,0.5,289997,0.5,6594483,0.6,60029163,0.4,103095602,0.3,43214276,0.4,2153665,3.3
0400000US34,34,New Jersey,,31-33,Manufacturing,,2012,230697,,14094832,,147107,,289786,,6496648,,63606868,,108854971,,45133517,,2403530,
0400000US35,35,New Mexico,,31-33,Manufacturing,,2014,23064,1.0,1252858,0.8,15771,1.5,31411,1.2,716468,1.0,12173732,0.2,16590834,0.3,4208115,1.0,580754,2.0
0400000US35,35,New Mexico,,31-33,Manufacturing,,2013,24755,1.5,1304813,1.0,16835,1.4,33871,1.3,752557,1.4,11509621,0.5,15717061,0.6,4344879,1.7,919505,0.9
0400000US35,35,New Mexico,,31-33,Manufacturing,,2012,26731,,1349245,,18236,,34681,,766921,,10702622,,29102352,,18438207,,1128252,
0400000US36,36,New York,,31-33,Manufacturing,,2014,401823,0.5,22338893,0.4,271217,0.5,543328,0.6,12025140,0.4,73806480,0.4,151673316,0.3,78309409,0.4,8648431,0.6
0400000US36,36,New York,,31-33,Manufacturing,,2013,411577,0.7,22119032,0.6,277429,0.7,554571,0.5,11844278,0.4,72399660,0.2,145205210,0.3,73048337,0.4,9449612,0.6
0400000US36,36,New York,,31-33,Manufacturing,,2012,426621,,22073336,,285846,,554574,,11653376,,73355413,,148879931,,75702273,,9650920,
0400000US37,37,North Carolina,,31-33,Manufacturing,,2014,396563,0.5,19002184,0.4,298909,0.6,604129,0.6,11706242,0.6,106177759,0.5,210398386,0.4,103729380,0.4,5012272,3.4
0400000US37,37,North Carolina,,31-33,Manufacturing,,2013,398236,0.2,18480707,0.2,296965,0.2,596504,0.3,11359565,0.2,102068937,0.3,203983416,0.2,102577718,0.2,4887813,1.5
0400000US37,37,North Carolina,,31-33,Manufacturing,,2012,403593,,18191214,,301799,,592404,,11126132,,101310483,,202344646,,101506025,,4877043,
0400000US38,38,North Dakota,,31-33,Manufacturing,,2014,23218,1.1,1129016,2.2,17433,1.7,35491,2.2,736035,2.9,10890097,0.6,16045109,0.4,5093331,2.8,359813,2.8
0400000US38,38,North Dakota,,31-33,Manufacturing,,2013,23182,0.4,1078894,0.3,17560,0.5,34723,0.4,689053,0.3,10383679,0.1,15661625,0.1,5444858,0.2,347094,1.6
0400000US38,38,North Dakota,,31-33,Manufacturing,,2012,23541,,1042813,,17763,,34215,,670876,,9573982,,14427360,,4897400,,415478,
0400000US39,39,Ohio,,31-33,Manufacturing,,2014,636528,0.7,35099001,0.6,457421,1.0,946835,1.0,21303767,0.8,201256247,0.2,333026378,0.3,133100877,0.8,9070527,3.1
0400000US39,39,Ohio,,31-33,Manufacturing,,2013,630183,0.2,33894393,0.2,452280,0.3,930998,0.3,20536936,0.2,196944165,0.3,320757690,0.2,124237044,0.2,8352310,1.0
0400000US39,39,Ohio,,31-33,Manufacturing,,2012,627124,,33135414,,450159,,915221,,20119120,,190779219,,313629976,,123053812,,9300134,
0400000US40,40,Oklahoma,,31-33,Manufacturing,,2014,129703,0.7,6873812,0.6,95974,0.8,199544,0.7,4331692,0.7,51693303,0.3,77164949,0.3,24961777,0.6,2140539,1.8
0400000US40,40,Oklahoma,,31-33,Manufacturing,,2013,128347,0.6,6574624,0.4,94081,0.8,197005,0.4,4148867,0.5,50414104,0.3,74984167,0.3,24243861,0.9,1840832,1.9
0400000US40,40,Oklahoma,,31-33,Manufacturing,,2012,133064,,6416034,,98136,,200375,,4042188,,48278986,,74295394,,25845609,,1456038,
0400000US41,41,Oregon,,31-33,Manufacturing,,2014,155040,0.6,9033981,0.4,105549,0.9,215343,0.9,4898040,0.7,29333536,0.5,56573305,0.5,27281197,0.8,2014902,6.6
0400000US41,41,Oregon,,31-33,Manufacturing,,2013,153072,0.4,8469769,0.4,105826,0.5,211795,0.5,4652652,0.5,28279924,0.4,54095940,0.3,26093112,0.5,4215526,0.7
0400000US41,41,Oregon,,31-33,Manufacturing,,2012,151990,,8121612,,104333,,206257,,4430409,,27691412,,51349948,,23668452,,4762701,
0400000US42,42,Pennsylvania,,31-33,Manufacturing,,2014,522788,0.4,28636616,0.4,367810,0.5,751544,0.5,16845895,0.4,125009671,0.4,231309230,0.3,106865493,0.4,9749753,0.7
0400000US42,42,Pennsylvania,,31-33,Manufacturing,,2013,533892,0.3,28349326,0.3,375110,0.3,758265,0.3,16610306,0.3,132248188,0.2,235324518,0.2,103810912,0.3,8593380,1.5
0400000US42,42,Pennsylvania,,31-33,Manufacturing,,2012,543641,,28057815,,383610,,764676,,16569973,,130857711,,231396178,,100297074,,6314981,
0400000US44,44,Rhode Island,,31-33,Manufacturing,,2014,38259,0.6,2177070,0.6,25415,0.8,50475,0.9,1145024,0.6,5813641,0.7,11915301,0.5,6107910,0.5,333809,11.1
0400000US44,44,Rhode Island,,31-33,Manufacturing,,2013,38336,0.5,2056883,0.6,25558,0.6,50052,0.8,1073358,0.6,5668173,0.6,11617603,0.5,6057393,0.5,300495,3.1
0400000US44,44,Rhode Island,,31-33,Manufacturing,,2012,39608,,2076464,,25351,,49105,,1010583,,5487645,,11262158,,5738242,,239565,
0400000US45,45,South Carolina,,31-33,Manufacturing,,2014,207021,0.4,10966566,0.3,157468,0.4,330124,0.4,7111102,0.4,68706916,0.2,111107668,0.2,42789506,0.4,4418607,0.7
0400000US45,45,South Carolina,,31-33,Manufacturing,,2013,208537,0.3,10480977,0.2,156861,0.4,320750,0.4,6677288,0.3,65643264,0.2,104864458,0.2,39552919,0.4,3854469,1.6
0400000US45,45,South Carolina,,31-33,Manufacturing,,2012,207396,,10082122,,155461,,312082,,6388204,,60651096,,99160840,,39358855,,3073052,
0400000US46,46,South Dakota,,31-33,Manufacturing,,2014,43133,1.0,1981349,1.7,32165,1.4,65828,1.7,1254335,1.2,10427515,0.8,17920111,0.8,7520113,1.3,528128,3.2
0400000US46,46,South Dakota,,31-33,Manufacturing,,2013,42043,0.6,1806847,0.4,30333,0.8,63183,1.1,1126925,0.6,10535331,0.3,17047908,0.3,6488965,0.7,364116,1.9
0400000US46,46,South Dakota,,31-33,Manufacturing,,2012,41931,,1764745,,29873,,60543,,1080719,,10576569,,16882647,,6427836,,372728,
0400000US47,47,Tennessee,,31-33,Manufacturing,,2014,290226,0.4,14839440,0.3,213132,0.5,432118,0.5,9082342,0.3,84491722,0.2,146816716,0.2,62392494,0.3,4298486,1.1
0400000US47,47,Tennessee,,31-33,Manufacturing,,2013,292015,0.3,14545772,0.2,212563,0.3,428100,0.4,8924592,0.3,82836817,0.8,144173328,0.2,61483972,1.2,4645322,1.9
0400000US47,47,Tennessee,,31-33,Manufacturing,,2012,293646,,14180536,,213966,,426949,,8587601,,81164058,,139960482,,58938953,,4205948,
0400000US48,48,Texas,,31-33,Manufacturing,,2014,758954,0.3,45235062,0.3,527101,0.3,1108699,0.3,25791180,0.3,479487148,0.1,698651745,0.1,217667331,0.2,18924585,0.7
0400000US48,48,Texas,,31-33,Manufacturing,,2013,760154,0.2,43664732,0.2,525274,0.4,1096592,0.4,24936892,0.4,494603256,0.1,731607660,0.1,237698997,0.3,17064090,0.6
0400000US48,48,Texas,,31-33,Manufacturing,,2012,767024,,42529752,,535317,,1093353,,24336526,,480745414,,702603073,,224438438,,19927758,
0400000US49,49,Utah,,31-33,Manufacturing,,2014,108511,1.1,6045399,0.8,72716,1.8,146145,1.3,3280700,1.5,29086351,0.4,51087218,0.5,21971626,0.7,1853027,0.9
0400000US49,49,Utah,,31-33,Manufacturing,,2013,106765,0.3,5807679,0.4,71629,0.5,145529,0.6,3172282,0.4,27050942,0.3,48377741,2.0,21760292,2.8,1580226,1.1
0400000US49,49,Utah,,31-33,Manufacturing,,2012,108264,,5762622,,72174,,141666,,3082656,,26755634,,50046429,,22961894,,1858376,
0400000US50,50,Vermont,,31-33,Manufacturing,,2014,28305,0.9,1545288,0.6,19085,1.2,39203,1.4,833773,0.9,5151363,1.1,9100307,0.7,3874114,0.9,300663,7.0
0400000US50,50,Vermont,,31-33,Manufacturing,,2013,29352,0.4,1511054,0.3,19235,0.5,38796,0.8,792997,0.6,5274349,0.2,8971455,0.2,3701389,0.4,300304,1.5
0400000US50,50,Vermont,,31-33,Manufacturing,,2012,31487,,1594251,,20292,,39561,,806065,,4562291,,9315494,,4762097,,341618,
0400000US51,51,Virginia,,31-33,Manufacturing,,2014,226443,0.8,12428441,0.5,161562,0.8,329930,0.8,7328051,0.6,44141883,0.5,101146935,0.4,57323820,0.5,2399519,1.3
0400000US51,51,Virginia,,31-33,Manufacturing,,2013,223291,0.2,11919843,0.2,157837,0.2,320108,0.2,6913319,0.2,42954984,0.2,100094633,0.1,56933018,0.2,2349500,1.7
0400000US51,51,Virginia,,31-33,Manufacturing,,2012,228197,,11586100,,160863,,321647,,6732438,,41437553,,96389872,,55332998,,2440902,
0400000US53,53,Washington,,31-33,Manufacturing,,2014,248620,0.6,16059654,0.4,166142,0.7,340955,0.7,8957847,0.4,81833414,0.3,146224476,0.3,68578031,0.4,2530723,3.5
0400000US53,53,Washington,,31-33,Manufacturing,,2013,248973,0.2,15020949,0.5,164227,0.3,328630,0.3,8341106,0.8,78655795,0.2,139071252,0.1,62871598,0.3,2706323,2.3
0400000US53,53,Washington,,31-33,Manufacturing,,2012,248192,,14461753,,164217,,325471,,8006833,,73507805,,131530601,,60093036,,2702830,
0400000US54,54,West Virginia,,31-33,Manufacturing,,2014,46966,1.4,2677785,0.6,34547,1.4,70898,0.6,1708623,0.6,14129232,0.7,25312202,0.4,11171562,0.7,847864,1.2
0400000US54,54,West Virginia,,31-33,Manufacturing,,2013,47189,0.4,2604114,0.3,35195,0.5,72493,0.5,1677627,0.4,13651538,0.2,24929010,0.3,11225327,0.7,632438,4.4
