GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,EMP,EMP_S,PAYANN,PAYANN_S,BENEFIT,BENEFIT_S,BENHEA,BENHEA_S,BENPEB,BENPEB_S,BENPEC,BENPEC_S,BENOTH,BENOTH_S,EMPAVPW,EMPAVPW_S,HOURS,HOURS_S,PAYANPW,PAYANPW_S,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTMPRT_S,CSTRSL,CSTRSL_S,CSTFU,CSTFU_S,CSTELEC,CSTELEC_S,CSTCNT,CSTCNT_S,ELECPCH,ELECPCH_S,ELECGEN,ELECGEN_S,ELECSLD,ELECSLD_S,RCPTOT,RCPTOT_S,RCPTPLM,RCPTPLM_S,RCPTRAN,RCPTRAN_S,MSCTOT,MSCTOT_S,MSCRSLTT,MSCRSLTT_S,MSCCNTTT,MSCCNTTT_S,MSCOTH,MSCOTH_S,VALADD,VALADD_S,INVTOTB,INVTOTB_S,INVFINB,INVFINB_S,INVWIPB,INVWIPB_S,INVMATB,INVMATB_S,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,CEXTOT,CEXTOT_S,CEXBLD,CEXBLD_S,CEXMCH,CEXMCH_S,CEXMCHA,CEXMCHA_S,CEXMCHC,CEXMCHC_S,CEXMCHO,CEXMCHO_S,RPTOT,RPTOT_S,RPBLD,RPBLD_S,RPMCH,RPMCH_S,PCHTT,PCHTT_S,PCHTEMP,PCHTEMP_S,PCHCMPQ,PCHCMPQ_S,PCHEXSO,PCHEXSO_S,PCHDAPR,PCHDAPR_S,PCHCSVC,PCHCSVC_S,PCHRPR,PCHRPR_S,PCHRFUS,PCHRFUS_S,PCHADVT,PCHADVT_S,PCHPRTE,PCHPRTE_S,PCHTAX,PCHTAX_S,PCHOEXP,PCHOEXP_S
0100000US,,United States,,311212,Rice milling,,2013,4038,2.0,179884,0.8,59188,0.7,24253,0.7,10443,0.2,4635,1.3,19857,0.9,3192,2.2,6314,1.1,121351,1.0,2625837,1.8,2448921,1.9,,,11113,8.0,,,,,2094883,0.4,,,0,,3875261,0.8,,,,,,,63633,0.0,,,,,1265134,3.9,482539,2.7,178772,2.5,66971,0.1,236796,5.0,525849,2.8,191764,2.0,75945,0.0,258139,5.3,91548,8.2,22980,7.6,68568,8.6,551,3.6,6997,1.1,61020,9.5,14253,4.0,7868,7.1,6386,1.5,185670,1.2,18275,1.7,798,20.6,,,,,2186,2.0,34058,0.9,7741,0.3,20099,0.3,6020,2.1,9285,1.0,86168,1.5
0100000US,,United States,,311213,Malt manufacturing,,2013,988,0.0,61408,0.0,18263,0.0,7884,0.0,1809,0.0,1890,0.0,6680,0.0,652,0.0,1379,0.0,35881,0.0,1023917,0.0,937795,0.0,,,31243,0.0,,,,,377940,0.0,0,,0,,1389493,0.0,,,,,,,,,,,,,357454,0.0,270808,0.0,145593,0.0,15662,0.0,109553,0.0,271294,0.0,132859,0.0,19376,0.0,119059,0.0,33068,0.0,2349,0.0,30719,0.0,,,,,30119,0.0,2047,0.0,1070,0.0,977,0.0,71424,0.0,1464,0.0,27,0.0,,,,,118,0.0,7398,0.0,12950,0.0,5,0.0,1075,0.0,5798,0.0,42582,0.0
0100000US,,United States,,31122,Starch and vegetable fats and oils manufacturing,,2013,22998,1.2,1361120,0.9,463271,0.6,188356,0.9,68815,0.5,46497,0.5,159602,0.8,15716,1.8,34193,1.6,851956,0.7,54277694,0.2,51950031,0.2,818907,1.5,751093,0.1,593957,0.1,163706,2.3,9890609,0.2,2164333,0.0,,,71857618,0.2,70866456,0.2,15211320,0.6,991162,4.5,878611,1.4,,,,,17371755,0.4,4204655,0.4,2343020,0.5,197810,0.1,1663825,0.3,4210035,0.2,2093155,0.4,236975,0.6,1879905,0.7,965716,1.4,234717,2.1,730999,1.5,3384,9.3,20896,1.5,706718,1.6,144656,0.2,57310,0.7,87346,0.6,1591836,0.5,36403,0.9,11572,0.3,4830,1.2,13553,1.4,11307,1.1,369787,0.7,195332,1.9,14110,15.6,87523,2.0,81013,0.7,766407,0.8
0100000US,,United States,,311221,Wet corn milling,,2013,6684,4.0,473042,2.5,157483,1.4,59019,1.3,24728,0.0,18028,0.7,55707,2.3,3900,7.0,8677,6.2,293527,2.0,9756295,0.2,8669486,0.2,194557,0.0,460309,0.1,350295,0.1,81648,0.0,6234435,0.3,1719770,0.0,133458,0.0,13974508,0.1,13709807,0.2,,,264702,16.2,218518,0.0,45883,93.3,301,0.0,4155118,0.1,794950,0.6,397995,0.4,74324,0.0,322631,1.0,707722,0.2,350616,0.2,54848,0.0,302257,0.7,352201,3.6,32492,8.2,319709,3.2,1095,28.4,7115,3.3,311499,3.3,66702,0.1,31804,1.0,34898,1.1,726122,0.1,6214,2.8,6295,0.0,2237,1.6,5683,3.4,4894,0.0,182285,1.1,124688,3.0,5446,40.1,46809,3.4,35490,1.2,306080,0.7
0100000US,,United States,,311224,Soybean and other oilseed processing,,2013,8095,0.1,448549,0.1,172698,0.1,67118,0.3,32084,1.1,17475,1.2,56020,0.1,5947,0.1,12644,0.2,282922,0.2,32496860,0.3,31713470,0.3,300239,0.2,239618,0.1,194201,0.1,49332,0.3,2936480,0.2,226758,0.0,,,42107943,0.3,41784696,0.3,13011292,0.7,323247,0.1,303364,0.1,,,,,9426242,0.6,2254494,0.4,1385609,0.6,31151,0.5,837734,0.1,2367065,0.3,1135472,0.8,91207,1.7,1140385,1.0,350526,0.3,78123,5.2,272403,1.5,1687,2.9,7527,0.5,263189,1.6,40053,0.3,7540,0.0,32513,0.4,432179,0.3,12837,0.9,2522,1.0,1613,0.3,4456,0.0,3828,0.2,125623,1.1,43535,0.1,1913,2.3,18168,0.1,30117,1.0,187566,0.1
0100000US,,United States,,311225,Fats and oils refining and blending,,2013,8219,0.3,439528,0.2,133090,1.2,62219,2.3,12003,0.2,10993,0.5,47875,0.4,5869,0.3,12872,0.2,275507,0.2,12024540,0.2,11567074,0.2,324111,3.8,51167,0.3,49462,1.0,32726,11.3,719693,1.3,217805,0.0,,,15775167,0.3,15371953,0.3,,,403214,3.1,356730,3.5,,,,,3790395,0.8,1155211,1.1,559416,1.5,92335,0.1,503460,1.0,1135248,0.4,607066,0.5,90920,0.1,437262,1.3,262989,1.1,124102,0.7,138887,1.4,601,5.1,6255,3.3,132031,1.6,37901,0.8,17966,1.4,19934,1.2,433535,1.6,17351,1.5,2755,0.8,980,4.4,3414,0.1,2584,4.6,61879,0.8,27108,0.8,6751,4.5,22546,3.8,15406,1.9,272761,2.0
0100000US,,United States,,31123,Breakfast cereal manufacturing,,2013,13520,0.1,828236,0.1,337099,0.1,141509,0.1,63613,0.1,23013,0.1,108964,0.1,11192,0.1,23000,0.2,659940,0.1,5630131,0.3,5476274,0.3,14240,0.0,50508,0.6,80046,0.9,9063,0.0,1240365,0.5,0,,,,11076085,0.4,10994049,0.4,682483,0.0,82036,0.0,,,,,,,5415066,0.5,423758,0.3,151614,0.1,29648,0.1,242496,0.5,400721,0.3,120430,0.3,30960,0.1,249330,0.4,342804,0.4,57944,0.0,284860,0.5,284,0.0,4987,0.2,279589,0.5,12053,0.6,5644,0.1,6409,1.1,312396,0.7,33876,1.4,1684,0.6,,,,,3598,0.6,47167,1.9,15610,0.5,3880,0.2,21052,0.7,25501,0.6,152676,0.7
0100000US,,United States,,311230,Breakfast cereal manufacturing,,2013,13520,0.1,828236,0.1,337099,0.1,141509,0.1,63613,0.1,23013,0.1,108964,0.1,11192,0.1,23000,0.2,659940,0.1,5630131,0.3,5476274,0.3,14240,0.0,50508,0.6,80046,0.9,9063,0.0,1240365,0.5,0,,,,11076085,0.4,10994049,0.4,682483,0.0,82036,0.0,,,,,,,5415066,0.5,423758,0.3,151614,0.1,29648,0.1,242496,0.5,400721,0.3,120430,0.3,30960,0.1,249330,0.4,342804,0.4,57944,0.0,284860,0.5,284,0.0,4987,0.2,279589,0.5,12053,0.6,5644,0.1,6409,1.1,312396,0.7,33876,1.4,1684,0.6,,,,,3598,0.6,47167,1.9,15610,0.5,3880,0.2,21052,0.7,25501,0.6,152676,0.7
0100000US,,United States,,3113,Sugar and confectionery product manufacturing,,2013,68488,0.3,3057408,0.3,1047866,0.3,422235,0.2,115037,0.8,96924,0.3,413669,0.5,50268,0.2,100336,0.5,2006317,0.4,18428755,0.2,16982355,0.2,625189,0.8,366080,0.1,274324,0.2,180808,0.3,3889930,0.2,,,,,33336710,0.1,32550029,0.2,1305421,0.1,786682,2.1,683140,2.1,91836,9.8,11706,12.1,14839016,0.4,4497640,0.3,2465380,0.5,530758,0.6,1501503,0.3,4456394,0.4,2443963,0.5,495824,0.4,1516606,0.5,1076062,1.6,138919,1.5,937144,1.8,9874,4.1,31733,5.3,895537,1.9,240205,0.6,164316,0.7,75889,0.6,3303789,1.5,242117,1.3,9002,1.8,10356,4.0,16606,18.1,17852,1.4,255897,0.3,102343,0.3,420966,0.8,342467,1.5,113674,0.4,1772509,2.3
0100000US,,United States,,31131,Sugar manufacturing,,2013,13191,0.3,701815,0.1,260760,0.3,90551,0.3,43342,0.5,20300,0.3,106567,0.2,10818,0.4,22793,0.1,515824,0.1,6847478,0.4,6256611,0.5,180152,0.0,291608,0.1,91134,0.4,27973,1.5,1322618,0.5,671442,0.2,,,10517401,0.2,10424320,0.2,,,93081,0.0,78998,0.0,,,,,3607720,1.1,2143729,0.4,1287373,0.7,306170,0.1,550186,0.1,2092435,0.5,1248118,0.9,294529,0.1,549789,0.1,432226,0.4,28744,0.2,403482,0.4,6644,2.8,1219,5.1,395618,0.4,85291,1.4,40566,2.2,44725,0.8,1262018,0.2,28434,9.5,2162,0.9,1453,0.1,1963,0.9,4161,0.1,122219,0.3,57858,0.1,261703,0.1,249041,0.1,65660,0.1,467365,1.2
0100000US,,United States,,311313,Beet sugar manufacturing,,2013,6578,0.6,310774,0.1,125146,0.6,41821,0.7,23255,1.0,6322,0.7,53748,0.4,5749,0.7,11651,0.2,239312,0.1,2702812,0.1,2437025,0.1,,,184300,0.1,,,129,0.0,797870,0.1,388069,0.0,,,4591848,0.5,4552893,0.5,,,38955,0.0,,,,,8045,0.0,1821786,1.8,1196418,0.5,661995,0.9,167764,0.0,366659,0.1,1138721,0.6,622113,1.2,145971,0.0,370637,0.1,190610,0.2,20095,0.2,170515,0.2,1871,0.0,392,0.0,168252,0.2,19755,0.2,4981,0.0,14774,0.3,635382,0.4,,,178,10.5,250,0.0,179,0.0,1065,0.4,30832,0.2,,,,,,,11211,0.2,81881,6.4
0100000US,,United States,,311314,Cane sugar manufacturing,,2013,6613,0.1,391040,0.2,135614,0.1,48730,0.1,20087,0.0,13978,0.2,52819,0.2,5069,0.1,11142,0.2,276512,0.2,4144666,0.7,3819586,0.8,,,107309,0.1,,,27844,1.5,524749,1.3,283373,0.4,,,5925553,0.1,5871427,0.1,226467,0.0,54126,0.0,,,,,,,1785934,1.5,947311,0.7,625378,1.0,138406,0.2,183527,0.2,953714,0.9,626005,1.3,148558,0.1,179151,0.1,241616,0.6,8648,0.5,232967,0.6,4773,4.0,827,7.5,227367,0.7,65536,1.9,35585,2.5,29951,1.2,626636,0.2,,,1984,0.1,1203,0.1,1784,1.0,3096,0.1,91387,0.3,,,,,,,54449,0.1,385484,0.4
0100000US,,United States,,31134,Nonchocolate confectionery manufacturing,,2013,17862,0.8,855241,0.9,292331,0.6,118605,0.3,31633,2.7,27745,0.9,114349,1.0,13618,0.4,28032,1.1,525555,1.5,3615305,0.7,3324565,0.8,74318,1.9,25845,0.9,71603,0.6,118974,0.3,1041523,0.3,0,,0,,7610844,0.5,7443501,0.6,,,167343,6.0,97848,5.0,,,,,3991802,0.4,601619,1.1,296274,2.0,45827,3.1,259519,1.1,615616,1.1,301139,1.0,49263,1.6,265214,1.6,258209,6.4,33840,3.6,224369,7.3,1773,19.9,7098,6.6,215498,7.6,50932,1.6,39269,1.6,11663,2.1,1044562,2.7,83127,1.7,3316,4.1,3515,1.5,3747,2.5,7122,0.6,53256,0.4,14251,1.5,104503,0.5,56290,8.4,16295,0.7,699139,3.5
0100000US,,United States,,311340,Nonchocolate confectionery manufacturing,,2013,17862,0.8,855241,0.9,292331,0.6,118605,0.3,31633,2.7,27745,0.9,114349,1.0,13618,0.4,28032,1.1,525555,1.5,3615305,0.7,3324565,0.8,74318,1.9,25845,0.9,71603,0.6,118974,0.3,1041523,0.3,0,,0,,7610844,0.5,7443501,0.6,,,167343,6.0,97848,5.0,,,,,3991802,0.4,601619,1.1,296274,2.0,45827,3.1,259519,1.1,615616,1.1,301139,1.0,49263,1.6,265214,1.6,258209,6.4,33840,3.6,224369,7.3,1773,19.9,7098,6.6,215498,7.6,50932,1.6,39269,1.6,11663,2.1,1044562,2.7,83127,1.7,3316,4.1,3515,1.5,3747,2.5,7122,0.6,53256,0.4,14251,1.5,104503,0.5,56290,8.4,16295,0.7,699139,3.5
